enemy_position_x_4,stamina_start,enemy_size_5,wave_group_id,floor_num,enemy_position_x_2,chest_id,reward_count_1,enemy_local_position_y_2,wave_bgm,skip_level,limit_time,reward_count_4,fix_reward_group_id,reward_count_2,enemy_position_x_5,enemy_size_1,additional_reward_type,tower_ex_quest_id,enemy_local_position_y_4,reward_image_5,reward_image_1,reward_count_5,enemy_position_x_3,tower_area_id,stamina,bg_position,enemy_local_position_y_5,enemy_position_x_1,reward_image_4,enemy_size_2,reward_image_3,background,enemy_size_3,team_exp,reward_count_3,clp_flag,enemy_local_position_y_1,enemy_size_4,enemy_local_position_y_3,additional_reward_id,reward_image_2
166,0,0.7,720100701,70,-168,40001,1,0,bgm_M126,-1,90,100000,2200101,300,333,0.7,0,72010070,0,0,140000,0,-1,1,0,0,0,-335,94002,0.7,90005,101182,1.0,0,30,1,0,0.7,-20,0,91002
166,0,0.7,720201101,110,-168,40001,1,0,bgm_M126,-1,90,100000,2200102,300,333,0.7,0,72020110,0,0,140000,0,-1,2,0,0,0,-335,94002,0.7,90005,101312,0.7,0,30,1,0,0.7,-20,0,91002
166,0,0.7,720301301,130,-168,40001,1,0,bgm_M126,-1,90,100000,2200103,300,333,0.7,0,72030130,0,0,140000,0,-1,3,0,0,0,-335,94002,0.7,90005,101322,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,720401501,150,-168,40001,1,0,bgm_M126,-1,90,100000,2200104,300,333,0.7,0,72040150,0,0,140000,0,-1,4,0,0,0,-335,94002,0.7,90005,101372,0.7,0,30,1,0,0.7,-20,0,91002
166,0,0.7,720501701,170,-168,40001,1,0,bgm_M126,-1,90,100000,2200105,300,333,0.7,0,72050170,0,0,140000,0,-1,5,0,0,0,-335,94002,0.7,90005,101492,1.1,0,30,1,0,0.7,10,0,91002
166,0,0.7,720601901,190,-168,40001,1,0,bgm_M126,-1,90,100000,2200106,300,333,0.7,0,72060190,0,0,140000,0,-1,6,0,0,0,-335,94002,0.7,90005,101502,1.0,0,30,1,0,0.7,10,0,91002
166,0,0.7,720702101,210,-168,40001,1,0,bgm_M126,-1,90,200000,2200107,300,333,0.7,0,72070210,0,0,140000,0,-1,7,0,0,0,-335,94002,0.7,90005,101512,1.0,0,30,1,0,0.7,10,0,91002
299,0,0.0,720802301,230,-101,40001,1,0,bgm_M126,-1,90,200000,2200108,300,0,0.7,0,72080230,0,0,140000,0,99,8,0,0,0,-301,94002,0.7,90005,101522,0.7,0,30,1,0,0.7,-10,0,91002
299,0,0.0,720902501,250,-101,40001,1,0,bgm_M126,-1,90,200000,2200109,300,0,0.7,0,72090250,0,0,140000,0,99,9,0,0,0,-301,94002,0.7,90005,101722,1.1,0,30,1,0,0.7,-10,0,91002
166,0,0.7,721002701,270,-168,40001,1,0,bgm_M126,-1,90,300000,2200110,300,333,0.7,0,72100270,0,0,140000,0,-1,10,0,0,0,-335,94002,0.7,90005,101812,0.9,0,30,1,0,0.7,10,0,91002
166,0,0.7,721102901,290,-168,40001,1,0,bgm_M126,-1,90,300000,2200111,300,333,0.7,0,72110290,0,0,140000,0,-1,11,0,0,0,-335,94002,0.7,90005,101892,0.9,0,30,1,0,0.7,10,0,91002
166,0,0.7,721203101,310,-168,40001,1,0,bgm_M126,-1,90,300000,2200112,300,333,0.7,0,72120310,0,0,140000,0,-1,12,0,0,0,-335,94002,0.75,90005,101902,0.7,0,30,1,0,0.7,10,0,91002
166,0,0.7,721303301,330,-168,40001,1,0,bgm_M126,-1,90,300000,2200113,300,333,0.7,0,72130330,0,0,140000,0,-1,13,0,0,0,-335,94002,0.7,90005,101912,0.9,0,30,1,0,0.7,10,0,91002
166,0,0.7,721403501,350,-168,40001,1,0,bgm_M126,-1,90,300000,2200114,300,333,0.7,0,72140350,0,0,140000,0,-1,14,0,0,0,-335,94002,0.7,90005,102142,0.9,0,30,1,0,0.7,10,0,91002
166,0,0.7,721503601,360,-168,40001,1,0,bgm_M126,-1,90,400000,2200115,300,333,0.7,0,72150360,0,0,140000,0,-1,15,0,0,0,-335,94002,0.7,90005,102152,0.9,0,30,1,0,0.7,-40,0,91002
166,0,0.7,721603701,370,-168,40001,1,0,bgm_M126,-1,90,480000,2200116,300,333,0.7,0,72160370,0,0,140000,0,-1,16,0,0,0,-335,94002,0.7,90005,102152,0.9,0,30,1,0,0.7,-40,0,91002
166,0,0.7,721703801,380,-168,40001,1,0,bgm_M126,-1,90,480000,2200117,300,333,0.7,0,72170380,0,0,140000,0,-1,17,0,0,0,-335,94002,0.7,90005,102162,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,721803901,390,-168,40001,1,0,bgm_M126,-1,90,560000,2200118,300,333,0.7,0,72180390,0,0,140000,0,-1,18,0,0,0,-335,94002,0.7,90005,102162,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,721904001,400,-168,40001,1,0,bgm_M126,-1,90,560000,2200119,300,333,0.7,0,72190400,0,0,140000,0,-1,19,0,0,0,-335,94002,0.7,90005,102322,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722004101,410,-168,40001,1,0,bgm_M126,-1,90,640000,2200120,300,333,0.7,0,72200410,0,0,140000,0,-1,20,0,0,0,-335,94002,0.7,90005,102322,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722104201,420,-168,40001,1,0,bgm_M126,-1,90,640000,2200121,300,333,0.7,0,72210420,0,0,140000,0,-1,21,0,0,0,-335,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,722204301,430,-168,40001,1,0,bgm_M126,-1,90,720000,2200122,300,333,0.7,0,72220430,0,0,140000,0,-1,22,0,0,0,-335,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,722304401,440,-168,40001,1,0,bgm_M126,-1,90,720000,2200123,300,333,0.7,0,72230440,0,0,140000,0,-1,23,0,0,0,-335,94002,0.7,90005,102512,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722404501,450,-168,40001,1,0,bgm_M126,-1,90,800000,2200124,300,333,0.7,0,72240450,0,0,140000,0,-1,24,0,0,0,-335,94002,0.7,90005,102512,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722504601,460,-168,40001,1,0,bgm_M126,-1,90,800000,2200125,300,333,0.7,0,72250460,0,0,140000,0,-1,25,0,0,0,-335,94002,0.7,90005,102632,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722604701,470,-168,40001,1,0,bgm_M126,-1,90,880000,2200126,300,333,0.7,0,72260470,0,0,140000,0,-1,26,0,0,0,-335,94002,0.7,90005,102632,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,722704801,480,-168,40001,1,0,bgm_M126,-1,90,880000,2200127,300,333,0.7,0,72270480,0,0,140000,0,-1,27,0,0,0,-335,94002,0.7,90005,102642,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,722804901,490,-168,40001,1,0,bgm_M126,-1,90,960000,2200128,300,333,0.7,0,72280490,0,0,140000,0,-1,28,0,0,0,-335,94002,0.7,90005,102642,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,722905001,500,-168,40001,1,0,bgm_M126,-1,90,960000,2200129,300,333,0.7,0,72290500,0,0,140000,0,-1,29,0,0,0,-335,94002,0.7,90005,102702,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723005101,510,-168,40001,1,0,bgm_M126,-1,90,1040000,2200130,300,333,0.7,0,72300510,0,0,140000,0,-1,30,0,0,0,-335,94002,0.7,90005,102702,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723105201,520,-168,40001,1,0,bgm_M126,-1,90,1040000,2200131,300,333,0.7,0,72310520,0,0,140000,0,-1,31,0,0,0,-335,94002,0.7,90005,102712,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723205301,530,-168,40001,1,0,bgm_M126,-1,90,1120000,2200132,300,333,0.7,0,72320530,0,0,140000,0,-1,32,0,0,0,-335,94002,0.7,90005,102712,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723305401,540,-168,40001,1,0,bgm_M126,-1,90,1120000,2200133,300,333,0.7,0,72330540,0,0,140000,0,-1,33,0,0,0,-335,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723405501,550,-168,40001,1,0,bgm_M126,-1,90,1200000,2200134,300,333,0.7,0,72340550,0,0,140000,0,-1,34,0,0,0,-335,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
166,0,0.7,723505601,560,-168,40001,1,0,bgm_M126,-1,90,1200000,2200135,300,333,0.7,0,72350560,0,0,140000,0,-1,35,0,0,0,-335,94002,0.7,90005,102832,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,723605701,570,-168,40001,1,0,bgm_M126,-1,90,1280000,2200136,300,333,0.7,0,72360570,0,0,140000,0,-1,36,0,0,0,-335,94002,0.7,90005,102832,0.9,0,30,1,0,0.7,0,0,91002
166,0,0.7,723705801,580,-168,40001,1,0,bgm_M126,-1,90,1280000,2200137,300,333,0.7,0,72370580,0,0,140000,0,-1,37,0,0,0,-335,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
299,0,0.0,723805901,590,-101,40001,1,0,bgm_M126,-1,90,1360000,2200138,300,0,0.7,0,72380590,0,0,140000,0,99,38,0,0,0,-301,94002,0.7,90005,102502,0.8,0,30,1,0,0.7,0,0,91002
299,0,0.0,723906001,600,-101,40001,1,0,bgm_M126,-1,90,1360000,2200139,300,0,0.7,0,72390600,0,0,140000,0,99,39,0,0,0,-301,94002,0.7,90005,101902,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724006101,610,-101,40001,1,0,bgm_M126,-1,90,1440000,2200140,300,0,0.7,0,72400610,0,0,140000,0,99,40,0,0,0,-301,94002,0.7,90005,101902,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724106201,620,-101,40001,1,0,bgm_M126,-1,90,1440000,2200141,300,0,0.7,0,72410620,0,0,140000,0,99,41,0,0,0,-301,94002,0.7,90005,102162,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724206301,630,-101,40001,1,0,bgm_M126,-1,90,1520000,2200142,300,0,0.7,0,72420630,0,0,140000,0,99,42,0,0,0,-301,94002,0.7,90005,102162,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724306401,640,-101,40001,1,0,bgm_M126,-1,90,1520000,2200143,300,0,0.7,0,72430640,0,0,140000,0,99,43,0,0,0,-301,94002,0.7,90005,101312,0.7,0,30,1,0,0.7,0,0,91002
299,0,0.0,724406501,650,-101,40001,1,0,bgm_M126,-1,90,1600000,2200144,300,0,0.7,0,72440650,0,0,140000,0,99,44,0,0,0,-301,94002,0.7,90005,101312,0.7,0,30,1,0,0.7,0,0,91002
299,0,0.0,724506601,660,-101,40001,1,0,bgm_M126,-1,90,1600000,2200145,300,0,0.7,0,72450660,0,0,140000,0,99,45,0,0,0,-301,94002,0.7,90005,102142,0.7,0,30,1,0,0.7,0,0,91002
299,0,0.0,724606701,670,-101,40001,1,0,bgm_M126,-1,90,1680000,2200146,300,0,0.7,0,72460670,0,0,140000,0,99,46,0,0,0,-301,94002,0.7,90005,102142,0.7,0,30,1,0,0.7,0,0,91002
299,0,0.0,724706801,680,-101,40001,1,0,bgm_M126,-1,90,1680000,2200147,300,0,0.7,0,72470680,0,0,140000,0,99,47,0,0,0,-301,94002,0.7,90005,102512,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724806901,690,-101,40001,1,0,bgm_M126,-1,90,1760000,2200148,300,0,0.7,0,72480690,0,0,140000,0,99,48,0,0,0,-301,94002,0.7,90005,102512,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,724907001,700,-101,40001,1,0,bgm_M126,-1,90,1760000,2200149,300,0,0.7,0,72490700,0,0,140000,0,99,49,0,0,0,-301,94002,0.7,90005,101512,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,725007101,710,-101,40001,15,0,bgm_M126,-1,90,1840000,2200150,300,0,0.7,0,72500710,0,50003,140001,10,99,50,0,0,0,-301,94002,0.7,90005,101512,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,725107201,720,-101,40001,15,0,bgm_M126,-1,90,1840000,2200151,300,0,0.7,0,72510720,0,50003,140001,10,99,51,0,0,0,-301,94002,0.7,90005,102642,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,725207301,730,-101,40001,15,0,bgm_M126,-1,90,1920000,2200152,300,0,0.7,0,72520730,0,50003,140001,10,99,52,0,0,0,-301,94002,0.7,90005,102642,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,725307401,740,-101,40001,15,0,bgm_M126,-1,90,1920000,2200153,300,0,0.7,0,72530740,0,50003,140001,10,99,53,0,0,0,-301,94002,0.7,90005,101522,0.9,0,30,1,0,0.7,0,0,91002
299,0,0.0,725407501,750,-101,40001,15,0,bgm_M126,-1,90,2000000,2200154,300,0,0.7,0,72540750,0,50003,140001,10,99,54,0,0,0,-301,94002,0.7,90005,101522,0.9,0,30,1,0,0.7,0,0,91002
