start_time,condition_value_2,system_id,disp_group,condition_value_1,condition_num,mission_reward_id,category_icon,stationary_mission_id,mission_condition,event_id,description,condition_value_3,end_time
"2021/04/12 15:00:00",0,8004,20001102,20001101,1,72001001,601,72001001,9003,20001,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001102,1,72001002,601,72001002,9003,20001,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001103,1,72001003,601,72001003,9003,20001,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001104,1,72001004,601,72001004,9003,20001,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001105,1,72001005,601,72001005,9003,20001,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001106,1,72001006,601,72001006,9003,20001,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001107,1,72001007,601,72001007,9003,20001,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001108,1,72001008,601,72001008,9003,20001,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001109,1,72001009,601,72001009,9003,20001,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001110,1,72001010,601,72001010,9003,20001,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001111,1,72001011,601,72001011,9003,20001,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001112,1,72001012,601,72001012,9003,20001,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001113,1,72001013,601,72001013,9003,20001,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001114,1,72001014,601,72001014,9003,20001,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8004,20001102,20001115,1,72001015,601,72001015,9003,20001,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8005,20001103,20001201,1,72001016,601,72001016,9003,20001,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8005,20001103,20001202,1,72001017,601,72001017,9003,20001,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8005,20001103,20001203,1,72001018,601,72001018,9003,20001,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8005,20001103,20001204,1,72001019,601,72001019,9003,20001,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8005,20001103,20001205,1,72001020,601,72001020,9003,20001,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8006,20001104,660001101,1,72001021,601,72001021,9001,20001,"지즈 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8007,20001104,660001201,1,72001022,601,72001022,9001,20001,"지즈 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/04/12 15:00:00",0,8010,20001104,660001301,1,72001023,601,72001023,9001,20001,"지즈 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002101,1,72002001,601,72002001,9003,20002,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002102,1,72002002,601,72002002,9003,20002,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002103,1,72002003,601,72002003,9003,20002,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002104,1,72002004,601,72002004,9003,20002,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002105,1,72002005,601,72002005,9003,20002,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002106,1,72002006,601,72002006,9003,20002,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002107,1,72002007,601,72002007,9003,20002,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002108,1,72002008,601,72002008,9003,20002,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002109,1,72002009,601,72002009,9003,20002,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002110,1,72002010,601,72002010,9003,20002,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002111,1,72002011,601,72002011,9003,20002,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002112,1,72002012,601,72002012,9003,20002,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002113,1,72002013,601,72002013,9003,20002,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002114,1,72002014,601,72002014,9003,20002,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8004,20002102,20002115,1,72002015,601,72002015,9003,20002,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8005,20002103,20002201,1,72002016,601,72002016,9003,20002,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8005,20002103,20002202,1,72002017,601,72002017,9003,20002,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8005,20002103,20002203,1,72002018,601,72002018,9003,20002,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8005,20002103,20002204,1,72002019,601,72002019,9003,20002,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8005,20002103,20002205,1,72002020,601,72002020,9003,20002,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8006,20002104,660002101,1,72002021,601,72002021,9001,20002,"알마 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8007,20002104,660002201,1,72002022,601,72002022,9001,20002,"알마 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/05/17 15:00:00",0,8010,20002104,660002301,1,72002023,601,72002023,9001,20002,"알마 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003101,1,72003001,601,72003001,9003,20003,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003102,1,72003002,601,72003002,9003,20003,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003103,1,72003003,601,72003003,9003,20003,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003104,1,72003004,601,72003004,9003,20003,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003105,1,72003005,601,72003005,9003,20003,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003106,1,72003006,601,72003006,9003,20003,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003107,1,72003007,601,72003007,9003,20003,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003108,1,72003008,601,72003008,9003,20003,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003109,1,72003009,601,72003009,9003,20003,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003110,1,72003010,601,72003010,9003,20003,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003111,1,72003011,601,72003011,9003,20003,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003112,1,72003012,601,72003012,9003,20003,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003113,1,72003013,601,72003013,9003,20003,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
