item_id_8,consume_num_4,reward_type_6,reward_type_5,item_id_5,reward_type_4,equip_id,consume_num_2,reward_type_3,consume_num_3,consume_num_6,reward_type_10,item_id_1,item_id_2,reward_type_9,item_id_7,consume_num_10,consume_num_7,consume_num_1,crafted_cost,reward_type_8,item_id_9,item_id_6,consume_num_5,reward_type_2,reward_type_7,reward_type_1,item_id_10,consume_num_8,item_id_4,consume_num_9,item_id_3
0,0,0,0,0,0,130011,3,0,0,0,0,31001,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130021,3,0,0,0,0,31002,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130031,3,0,0,0,0,31003,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130041,3,0,0,0,0,31004,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130051,3,0,0,0,0,31005,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130061,3,0,0,0,0,31006,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130071,3,0,0,0,0,31007,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130081,3,0,0,0,0,31008,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130091,3,0,0,0,0,31009,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130101,3,0,0,0,0,31010,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130111,3,0,0,0,0,31011,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130121,3,0,0,0,0,31012,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130131,3,0,0,0,0,31013,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130141,3,0,0,0,0,31014,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130151,3,0,0,0,0,31015,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130161,3,0,0,0,0,31016,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130171,3,0,0,0,0,31017,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130181,3,0,0,0,0,31018,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130201,3,0,0,0,0,31020,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130211,3,0,0,0,0,31021,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130221,3,0,0,0,0,31022,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130231,3,0,0,0,0,31023,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130251,3,0,0,0,0,31025,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130261,3,0,0,0,0,31026,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130271,3,0,0,0,0,31027,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130281,3,0,0,0,0,31028,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130291,3,0,0,0,0,31029,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130301,3,0,0,0,0,31030,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130311,3,0,0,0,0,31031,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130321,3,0,0,0,0,31032,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130331,3,0,0,0,0,31033,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130341,3,0,0,0,0,31034,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130361,3,0,0,0,0,31036,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130371,3,0,0,0,0,31037,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130381,3,0,0,0,0,31038,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130401,3,0,0,0,0,31040,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130421,3,0,0,0,0,31042,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130431,3,0,0,0,0,31043,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130441,3,0,0,0,0,31044,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130451,3,0,0,0,0,31045,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130461,3,0,0,0,0,31046,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130471,3,0,0,0,0,31047,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130481,3,0,0,0,0,31048,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130491,3,0,0,0,0,31049,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130501,3,0,0,0,0,31050,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130511,3,0,0,0,0,31051,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130521,3,0,0,0,0,31052,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130531,3,0,0,0,0,31053,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130541,3,0,0,0,0,31054,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130551,3,0,0,0,0,31055,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130561,3,0,0,0,0,31056,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130571,3,0,0,0,0,31057,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130581,3,0,0,0,0,31058,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130591,3,0,0,0,0,31059,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130601,3,0,0,0,0,31060,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130611,3,0,0,0,0,31061,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130631,3,0,0,0,0,31063,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130641,3,0,0,0,0,31064,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130651,3,0,0,0,0,31065,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130661,3,0,0,0,0,31066,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130681,3,0,0,0,0,31068,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130701,3,0,0,0,0,31070,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130711,3,0,0,0,0,31071,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130751,3,0,0,0,0,31075,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130761,3,0,0,0,0,31076,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130771,3,0,0,0,0,31077,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130781,3,0,0,0,0,31078,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130791,3,0,0,0,0,31079,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130801,3,0,0,0,0,31080,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130811,3,0,0,0,0,31081,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130821,3,0,0,0,0,31082,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130831,3,0,0,0,0,31083,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130841,3,0,0,0,0,31084,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130851,3,0,0,0,0,31085,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130861,3,0,0,0,0,31086,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130871,3,0,0,0,0,31087,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130881,3,0,0,0,0,31088,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130891,3,0,0,0,0,31089,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130901,3,0,0,0,0,31090,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130911,3,0,0,0,0,31091,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130921,3,0,0,0,0,31092,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130931,3,0,0,0,0,31093,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130941,3,0,0,0,0,31094,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130951,3,0,0,0,0,31095,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130961,3,0,0,0,0,31096,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130971,3,0,0,0,0,31097,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130981,3,0,0,0,0,31098,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,130991,3,0,0,0,0,31099,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131001,3,0,0,0,0,31100,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131011,3,0,0,0,0,31101,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131031,3,0,0,0,0,31103,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131041,3,0,0,0,0,31104,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131051,3,0,0,0,0,31105,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131061,3,0,0,0,0,31106,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131071,3,0,0,0,0,31107,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131081,3,0,0,0,0,31108,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131091,3,0,0,0,0,31109,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131101,3,0,0,0,0,31110,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131111,3,0,0,0,0,31111,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131121,3,0,0,0,0,31112,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,131131,3,0,0,0,0,31113,140000,0,0,0,0,50,1000000,0,0,0,0,4,0,2,0,0,0,0,0
