reward_id_2,story_type,unlock_quest_id,can_bookmark,story_id,reward_type_1,sub_title,reward_type_2,visible_type,reward_type_3,reward_value_1,reward_id_1,lock_all_text,reward_value_2,title,reward_value_3,pre_story_id,end_time,reward_id_3,color_type,start_time
0,8,15063001,1,2201101,8,"뒷사회 길드, 뒷세계로",0,5,0,20,91002,0,0,"서브 스토리Ⅰ",0,2201008,"2030/12/17 14:59:59",0,0,"2024/04/15 15:00:00"
0,8,15063002,1,2201102,8,"단련해라! 얼터 메이든",0,5,0,20,91002,0,0,"서브 스토리Ⅱ",0,2201008,"2030/12/17 14:59:59",0,0,"2024/04/15 15:00:00"
0,8,15063003,1,2201103,8,"이상한 나라의 사회 견학",0,5,0,20,91002,0,0,"서브 스토리Ⅲ",0,2201008,"2030/12/17 14:59:59",0,0,"2024/04/15 15:00:00"
0,8,15063005,1,2202101,8,"밀치기 프린세스!",0,5,0,20,91002,0,0,"서브 스토리Ⅳ",0,2202003,"2030/12/17 14:59:59",0,0,"2024/05/13 15:00:00"
0,8,15063006,1,2202102,8,"푸딩 유령과 과자의 성",0,5,0,20,91002,0,0,"서브 스토리Ⅴ",0,2202003,"2030/12/17 14:59:59",0,0,"2024/05/13 15:00:00"
0,8,15064001,1,2202103,8,"메이드 인 드래곤",0,5,0,20,91002,0,0,"서브 스토리Ⅵ",0,2202006,"2030/12/17 14:59:59",0,0,"2024/06/17 15:00:00"
0,8,15064002,1,2202104,8,"먹어라! 붕어빵 군",0,5,0,20,91002,0,0,"서브 스토리Ⅶ",0,2202006,"2030/12/17 14:59:59",0,0,"2024/06/17 15:00:00"
0,8,15064004,1,2203101,8,"기계인족과 나이트 씨",0,5,0,20,91002,0,0,"서브 스토리Ⅷ",0,2203003,"2030/12/17 14:59:59",0,0,"2024/07/15 15:00:00"
0,8,15064005,1,2203102,8,"FUN FUN 피크닉♪",0,5,0,20,91002,0,0,"서브 스토리Ⅸ",0,2203003,"2030/12/17 14:59:59",0,0,"2024/07/15 15:00:00"
0,8,15065001,1,2203103,8,"발발!? 여동생 대전",0,5,0,20,91002,0,0,"서브 스토리Ⅹ",0,2203006,"2030/12/17 14:59:59",0,0,"2024/08/14 15:00:00"
0,8,15065002,1,2203104,8,"복슬복슬 사랑은 딸기맛",0,5,0,20,91002,0,0,"서브 스토리ⅩⅠ",0,2203006,"2030/12/17 14:59:59",0,0,"2024/08/14 15:00:00"
0,8,15065004,1,2204101,8,"마법 소녀와 버섯의 난",0,5,0,20,91002,0,0,"서브 스토리ⅩⅡ",0,2204001,"2030/12/17 14:59:59",0,0,"2024/09/11 15:00:00"
0,8,15065005,1,2204102,8,"『뒷세계』의 툰누스 잡기",0,5,0,20,91002,0,0,"서브 스토리ⅩⅢ",0,2204002,"2030/12/17 14:59:59",0,0,"2024/09/11 15:00:00"
0,8,15066001,1,2204103,8,"반짝이는 돌과 상인의 혼",0,5,0,20,91002,0,0,"서브 스토리ⅩⅣ",0,2204005,"2030/12/17 14:59:59",0,0,"2024/10/16 15:00:00"
0,8,15066002,1,2204104,8,"프린세스 배스 타임",0,5,0,20,91002,0,0,"서브 스토리ⅩⅤ",0,2204005,"2030/12/17 14:59:59",0,0,"2024/10/16 15:00:00"
0,8,15066004,1,2204105,8,"마개조! 마물 대책 강습회",0,5,0,20,91002,0,0,"서브 스토리ⅩⅥ",0,2204098,"2030/12/17 14:59:59",0,0,"2024/11/14 15:00:00"
0,8,15066005,1,2204106,8,"뒷세계에 환상의 악보를 찾아서",0,5,0,20,91002,0,0,"서브 스토리ⅩⅦ",0,2204098,"2030/12/17 14:59:59",0,0,"2024/11/14 15:00:00"
0,8,15066006,1,2204107,8,"쌍둥이 드래곤 봉사 데이트",0,5,0,20,91002,0,0,"서브 스토리ⅩⅧ",0,2204098,"2030/12/17 14:59:59",0,0,"2024/11/14 15:00:00"
0,8,15067001,1,2205101,8,"지오 테오고니아의 미용법",0,5,0,20,91002,0,0,"서브 스토리ⅩⅨ",0,2205003,"2030/12/17 14:59:59",0,0,"2024/12/12 15:00:00"
0,8,15067002,1,2205102,8,"마조히스트와 망할 꼬마",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩ",0,2205003,"2030/12/17 14:59:59",0,0,"2024/12/12 15:00:00"
0,8,15067004,1,2205103,8,"지오 게헤나에서의 마마 대결",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅠ",0,2205099,"2030/12/17 14:59:59",0,0,"2025/01/16 15:00:00"
0,8,15067005,1,2205104,8,"프린세스 협주곡",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅡ",0,2205099,"2030/12/17 14:59:59",0,0,"2025/01/16 15:00:00"
0,8,15068001,1,2206101,8,"번뜩여라! 얼간이 탐정",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅢ",0,2206003,"2030/12/17 14:59:59",0,0,"2025/02/17 15:00:00"
0,8,15068002,1,2206102,8,"아네모네 관찰 실험",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅣ",0,2206003,"2030/12/17 14:59:59",0,0,"2025/02/17 15:00:00"
0,8,15068004,1,2206103,8,"함께 온천에 들어갈 권리!",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅤ",0,2206099,"2030/12/17 14:59:59",0,0,"2025/03/13 8:00:00"
0,8,15068005,1,2206104,8,"지오 게헤나의 결투 깡충",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅥ",0,2206099,"2030/12/17 14:59:59",0,0,"2025/03/13 8:00:00"
0,8,15069001,1,2207101,8,"공주님 일행과 소꿉놀이",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅦ",0,2207003,"2030/12/17 14:59:59",0,0,"2025/04/15 14:00:00"
0,8,15069002,1,2207102,8,"아마학식 청춘 과외 활동",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅧ",0,2207003,"2030/12/17 14:59:59",0,0,"2025/04/15 14:00:00"
0,8,15069004,1,2207103,8,"노려라! 닌자 마스터",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅨ",0,2207099,"2030/12/17 14:59:59",0,0,"2025/05/15 14:00:00"
0,8,15069005,1,2207104,8,"뒷세계 『마찰』 배틀",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩ",0,2207099,"2030/12/17 14:59:59",0,0,"2025/05/15 14:00:00"
0,8,15070001,1,2208101,8,"지오 게헤나의 친구?",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅠ",0,2208003,"2030/12/17 14:59:59",0,0,"2025/06/13 14:00:00"
0,8,15070002,1,2208102,8,"드래곤즈 태그 매치",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅡ",0,2208003,"2030/12/17 14:59:59",0,0,"2025/06/13 14:00:00"
0,8,15070004,1,2208103,8,"명풍전기 외전・옥염의 장",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅢ",0,2208099,"2030/12/17 14:59:59",0,0,"2025/07/15 14:00:00"
0,8,15070005,1,2208104,8,"Lady Sexy Go!",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅣ",0,2208099,"2030/12/17 14:59:59",0,0,"2025/07/15 14:00:00"
0,8,15071001,1,2209101,8,"지오 테오고니아의 함정!?",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅤ",0,2209003,"2030/12/17 14:59:59",0,0,"2025/08/13 14:00:00"
0,8,15071002,1,2209102,8,"공주님 『오만』의 시간입니다",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅥ",0,2209003,"2030/12/17 14:59:59",0,0,"2025/08/13 14:00:00"
0,8,15071004,1,2209103,8,"격투? 조종당한 동료들",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅦ",0,2209006,"2030/12/17 14:59:59",0,0,"2025/09/15 14:00:00"
0,8,15071005,1,2209104,8,"공포! 살며시 다가오는 자들",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅧ",0,2209006,"2030/12/17 14:59:59",0,0,"2025/09/15 14:00:00"
0,8,15072001,1,2209105,8,"절체절명 셰피",0,5,0,20,91002,0,0,"서브 스토리ⅩⅩⅩⅨ",0,2209098,"2030/12/17 14:59:59",0,0,"2025/10/14 14:00:00"
0,8,15072002,1,2209106,8,"밀림에서 의문의 괴조 발견!",0,5,0,20,91002,0,0,"서브 스토리ⅩＬ",0,2209098,"2030/12/17 14:59:59",0,0,"2025/10/14 14:00:00"
0,8,15072004,1,2209107,8,"요리 vs 미소라 ~Round2~",0,5,0,20,91002,0,0,"서브 스토리ⅩＬⅠ",0,2209099,"2030/12/17 14:59:59",0,0,"2025/11/18 14:00:00"
0,8,15072005,1,2209108,8,"첫 심부름 in 뒷세계",0,5,0,20,91002,0,0,"서브 스토리ⅩＬⅡ",0,2209099,"2030/12/17 14:59:59",0,0,"2025/11/18 14:00:00"
0,8,15073001,1,2210101,8,"갑충유원의 이로하!",0,5,0,20,91002,0,0,"서브 스토리ⅩＬⅢ",0,2210003,"2030/12/17 14:59:59",0,0,"2025/12/19 14:00:00"
0,8,15073002,1,2210102,8,"마조히스트와 안경과 현실",0,5,0,20,91002,0,0,"서브 스토리ＲⅠ",0,2210003,"2030/12/17 14:59:59",0,1,"2025/12/19 14:00:00"
0,8,15073004,1,2210103,8,"4세계 슈발리에 회의",0,5,0,20,91002,0,0,"서브 스토리ⅩＬⅣ",0,2210099,"2030/12/17 14:59:59",0,0,"2026/01/15 14:00:00"
0,8,15074001,1,2211101,8,"소노의 온천 어른 비밀 작전",0,5,0,20,91002,0,0,"서브 스토리ⅩＬⅤ",0,2211003,"2030/12/17 14:59:59",0,0,"2026/02/13 14:00:00"
0,8,15074002,1,2211102,8,"복슬복슬과 보건소와 현실과",0,5,0,20,91002,0,0,"서브 스토리ＲⅡ",0,2211003,"2030/12/17 14:59:59",0,1,"2026/02/13 14:00:00"
