chara_id_16,chara_id_14,status_rate_5,chara_id_20,status_rate_2,chara_id_4,story_id,chara_id_6,chara_id_5,status_type_2,status_type_1,status_rate_1,status_rate_3,chara_id_1,chara_id_18,chara_id_11,chara_id_17,unlock_story_name,chara_id_2,chara_id_19,chara_id_13,chara_id_15,chara_id_3,status_rate_4,status_type_5,status_type_4,chara_id_9,status_type_3,chara_id_8,chara_id_12,chara_id_7,chara_id_10
0,0,0,0,0,1224,1001002,0,1287,0,2,15,0,1001,0,0,0,"히요리 에피소드 제2화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001003,0,1287,0,2,30,0,1001,0,0,0,"히요리 에피소드 제3화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001004,0,1287,0,2,30,0,1001,0,0,0,"히요리 에피소드 제4화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001005,0,1287,0,2,40,0,1001,0,0,0,"히요리 에피소드 제5화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001006,0,1287,0,2,60,0,1001,0,0,0,"히요리 에피소드 제6화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001007,0,1287,0,2,60,0,1001,0,0,0,"히요리 에피소드 제7화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,10,1224,1001008,0,1287,6,2,90,0,1001,0,0,0,"히요리 에피소드 제8화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1224,1001009,0,1287,0,2,80,0,1001,0,0,0,"히요리 에피소드 제9화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,40,1224,1001010,0,1287,6,2,80,0,1001,0,0,0,"히요리 에피소드 제10화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,40,1224,1001011,0,1287,6,2,80,0,1001,0,0,0,"히요리 에피소드 제11화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,60,1224,1001012,0,1287,6,2,200,0,1001,0,0,0,"히요리 에피소드 제12화",1087,0,0,0,1801,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002002,1289,1226,0,4,15,0,1002,0,0,0,"유이 에피소드 제2화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002003,1289,1226,0,4,30,0,1002,0,0,0,"유이 에피소드 제3화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002004,1289,1226,0,4,30,0,1002,0,0,0,"유이 에피소드 제4화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002005,1289,1226,0,4,40,0,1002,0,0,0,"유이 에피소드 제5화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002006,1289,1226,0,4,60,0,1002,0,0,0,"유이 에피소드 제6화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002007,1289,1226,0,4,60,0,1002,0,0,0,"유이 에피소드 제7화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,60,1156,1002008,1289,1226,11,4,90,0,1002,0,0,0,"유이 에피소드 제8화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002009,1289,1226,0,4,80,0,1002,0,0,0,"유이 에피소드 제9화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002010,1289,1226,0,4,140,0,1002,0,0,0,"유이 에피소드 제10화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1156,1002011,1289,1226,0,4,140,0,1002,0,0,0,"유이 에피소드 제11화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,5,1156,1002012,1289,1226,15,4,240,0,1002,0,0,0,"유이 에피소드 제12화",1088,0,0,0,1802,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003002,1288,1225,0,2,15,0,1003,0,0,0,"레이 에피소드 제2화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003003,1288,1225,0,2,30,0,1003,0,0,0,"레이 에피소드 제3화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003004,1288,1225,0,2,30,0,1003,0,0,0,"레이 에피소드 제4화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003005,1288,1225,0,2,40,0,1003,0,0,0,"레이 에피소드 제5화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003006,1288,1225,0,2,60,0,1003,0,0,0,"레이 에피소드 제6화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003007,1288,1225,0,2,60,0,1003,0,0,0,"레이 에피소드 제7화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,10,1803,1003008,1288,1225,6,2,90,0,1003,0,0,0,"레이 에피소드 제8화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1803,1003009,1288,1225,0,2,80,0,1003,0,0,0,"레이 에피소드 제9화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1803,1003010,1288,1225,6,2,100,0,1003,0,0,0,"레이 에피소드 제10화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1803,1003011,1288,1225,6,2,100,0,1003,0,0,0,"레이 에피소드 제11화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,40,1803,1003012,1288,1225,6,2,220,0,1003,0,0,0,"레이 에피소드 제12화",1089,0,0,0,1140,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004002,0,0,0,2,15,0,1004,0,0,0,"미소기 에피소드 제2화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004003,0,0,0,2,30,0,1004,0,0,0,"미소기 에피소드 제3화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004004,0,0,0,2,30,0,1004,0,0,0,"미소기 에피소드 제4화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004005,0,0,0,2,40,0,1004,0,0,0,"미소기 에피소드 제5화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004006,0,0,0,2,60,0,1004,0,0,0,"미소기 에피소드 제6화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004007,0,0,0,2,60,0,1004,0,0,0,"미소기 에피소드 제7화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,10,1228,1004008,0,0,6,2,90,0,1004,0,0,0,"미소기 에피소드 제8화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1228,1004009,0,0,0,2,80,0,1004,0,0,0,"미소기 에피소드 제9화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,40,1228,1004010,0,0,6,2,80,0,1004,0,0,0,"미소기 에피소드 제10화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,40,1228,1004011,0,0,6,2,80,0,1004,0,0,0,"미소기 에피소드 제11화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,60,1228,1004012,0,0,6,2,200,0,1004,0,0,0,"미소기 에피소드 제12화",1112,0,0,0,1808,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005002,0,0,0,2,15,0,1005,0,0,0,"마츠리 에피소드 제2화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005003,0,0,0,2,30,0,1005,0,0,0,"마츠리 에피소드 제3화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005004,0,0,0,2,30,0,1005,0,0,0,"마츠리 에피소드 제4화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005005,0,0,0,2,40,0,1005,0,0,0,"마츠리 에피소드 제5화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005006,0,0,0,2,60,0,1005,0,0,0,"마츠리 에피소드 제6화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005007,0,0,0,2,60,0,1005,0,0,0,"마츠리 에피소드 제7화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,1005008,0,0,6,2,90,0,1005,0,0,0,"마츠리 에피소드 제8화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1005009,0,0,0,2,80,0,1005,0,0,0,"마츠리 에피소드 제9화",1141,0,0,0,1239,0,0,0,0,0,0,0,0,0
