thumbnail_id,end_time,story_type,value,story_group_id,disp_order,start_time,title
0,"2030/04/24 14:59:59",5,20001,5001,1,"2019/05/01 15:00:00","하츠네의 선물 대작전"
0,"2030/04/24 14:59:59",5,20002,5002,1,"2019/05/29 15:00:00","리틀 리리컬 어드벤처!"
0,"2030/04/24 14:59:59",5,20003,5003,1,"2019/06/27 15:00:00","뱀파이어 헌터 with 이리야"
0,"2030/04/24 14:59:59",5,20004,5004,1,"2019/07/30 15:00:00","데인저러스 바캉스! 바닷가의 미식가 프린세스"
0,"2030/04/24 14:59:59",5,20005,5005,1,"2019/08/29 15:00:00","타마키와 미후유의 무인도 0루피 생활"
0,"2030/04/24 14:59:59",5,20006,5006,1,"2019/10/01 15:00:00","흑철의 망령(나이트메어)"
0,"2030/04/24 14:59:59",5,20007,5007,1,"2019/10/30 15:00:00","트릭 오어 푸딩! 약속의 할로윈 파티"
0,"2030/04/24 14:59:59",5,20008,5008,1,"2019/11/28 15:00:00","트와일라이트 브레이커즈"
0,"2030/04/24 14:59:59",5,20009,5009,1,"2019/12/31 15:00:00","망각의 캐럴"
0,"2030/04/24 14:59:59",5,20010,5010,1,"2020/01/30 15:00:00","신춘 트윙클 크라이시스!"
0,"2030/04/24 14:59:59",5,20011,5011,1,"2020/02/27 15:00:00","배틀 오브 발렌타인! 마음이 부딪히는 스위트 배틀"
0,"2030/04/24 14:59:59",5,20012,5012,1,"2020/04/01 15:00:00","왕도의 명탐정 한탄하는 추적자(스토커)"
0,"2030/04/24 14:59:59",5,20013,5013,1,"2020/04/29 15:00:00","아스트룸에 피는 쌍륜의 꽃"
0,"2030/04/24 14:59:59",5,20014,5015,1,"2020/05/28 15:00:00","쇼군 여행기 흰 날개의 사무라이"
0,"2030/04/24 14:59:59",5,10053,5017,1,"2020/06/30 15:00:00","Re:제로부터 모이는 이세계 식탁"
0,"2030/04/24 14:59:59",5,20015,5019,1,"2020/07/30 15:00:00","스즈나 레인보우 스테이지!"
0,"2030/04/24 14:59:59",5,20016,5021,1,"2020/08/31 15:00:00","한여름의 마호마호 왕국 물가의 소울 서머~!"
0,"2030/04/24 14:59:59",5,20017,5023,1,"2020/09/29 15:00:00","숲의 겁쟁이와 성스러운 학교의 이단아"
0,"2030/04/24 14:59:59",5,20018,5025,1,"2020/10/29 15:00:00","리틀 브레이브 할로윈 나이트!"
0,"2030/04/24 14:59:59",5,20019,5027,1,"2020/11/30 15:00:00","드래곤 익스플로러즈"
0,"2030/04/24 14:59:59",5,20020,5029,1,"2020/12/29 15:00:00","프레젠트 패닉! 랜드솔의 산타들"
0,"2030/04/24 14:59:59",5,20021,5031,1,"2021/01/28 15:00:00","질주! 랜드솔 길드 레이스"
0,"2030/04/24 14:59:59",5,20022,5033,1,"2021/03/02 15:00:00","마법소녀 두 사람은 미스티&퓨어리"
0,"2030/04/24 14:59:59",5,10062,5035,1,"2021/03/30 15:00:00","스타라이트 프린세스 Re:M@STER!"
0,"2030/04/24 14:59:59",5,10063,5036,1,"2021/04/11 15:00:00","스타라이트 프린세스 Re:M@STER!"
0,"2030/04/24 14:59:59",5,20023,5038,1,"2021/04/29 15:00:00","베푸는 재단과 성스러운 학교의 이단아"
0,"2030/04/24 14:59:59",5,20024,5040,1,"2021/05/31 15:00:00","목장의 네 농부 가난한 목장 분투기!"
0,"2030/04/24 14:59:59",5,20025,5042,1,"2021/07/01 15:00:00","이상한 나라의 리노 작은 앨리스와 희망의 그림책"
0,"2030/04/24 14:59:59",5,20026,5044,1,"2021/08/02 15:00:00","칠석 검객 여정담 하늘에 흐르는 여름의 사랑"
0,"2030/04/24 14:59:59",5,20027,5046,1,"2021/09/01 15:00:00","미사토 여름 응원! 꿈을 좇는 한여름의 나인"
0,"2030/04/24 14:59:59",5,20028,5048,1,"2021/10/02 15:00:00","해피 체인지 엔젤즈"
0,"2030/04/24 14:59:59",5,20029,5050,1,"2021/11/01 15:00:00","울려라! 절규! 할로윈 고스트 페스티벌"
0,"2030/04/24 14:59:59",5,20030,5052,1,"2021/12/01 15:00:00","마법 제독 러블리★모니카 렛츠 고! 매지컬 콰르텟!"
0,"2030/04/24 14:59:59",5,20031,5054,1,"2021/12/30 15:00:00","데뷔탕트 샹그릴라 크리스마스이브의 러브 게임"
0,"2030/04/24 14:59:59",5,20032,5056,1,"2022/01/28 15:00:00","신춘 미식가 프린세스! 한 방에 건 소녀들"
0,"2030/04/24 14:59:59",5,20033,5058,1,"2022/02/28 15:00:00","인연, 맺어서. 마음, 이어서."
0,"2030/04/24 14:59:59",5,20034,5059,1,"2022/03/10 15:00:00","인연, 맺어서. 마음, 이어서."
0,"2030/04/24 14:59:59",5,20035,5061,1,"2022/03/28 15:00:00","신데렐라 레슨 화려한 나날은 사과 맛"
0,"2030/04/24 14:59:59",5,20036,5064,1,"2022/04/28 15:00:00","강철의 성녀와 성스러운 학교의 이단아"
0,"2030/04/24 14:59:59",5,20037,5066,1,"2022/05/30 15:00:00","이노리 SOS!! 타임 트래블 드래곤즈"
0,"2030/04/24 14:59:59",5,20038,5068,1,"2022/06/30 15:00:00","이심전심!\n아오이 토이 프렌즈"
0,"2030/04/24 14:59:59",5,20039,5070,1,"2022/07/29 15:00:00","엔드리스 서머 프로듀스\n둘이 독점한 한여름의 파라다이스"
0,"2030/04/24 14:59:59",5,20040,5072,1,"2022/08/29 15:00:00","카르미나 서머 라이브\n저스트 어 모먼트!"
0,"2030/04/24 14:59:59",5,20041,5074,1,"2022/09/29 15:00:00","일리걸 오에도 카르테\nDr. 미츠키의 진찰실"
0,"2030/04/24 14:59:59",5,20042,5076,1,"2022/10/31 15:00:00","할로윈 세이버즈 스크램블! 복슬복슬 포획 대작전"
0,"2030/04/24 14:59:59",5,20043,5078,1,"2022/12/01 15:00:00","마법소녀 외전\n매지컬★느와르즈!"
0,"2030/04/24 14:59:59",5,20044,5080,1,"2022/12/29 15:00:00","메리 푸딩 크리스마스!\n하늘을 나는 소녀와 정성 담긴 과자"
0,"2030/04/24 14:59:59",5,20045,5082,1,"2023/01/30 15:00:00","신춘 미식 메모리즈 \n셰피의 심부름 대작전!"
0,"2030/04/24 14:59:59",5,20046,5084,1,"2023/03/02 15:00:00","Re:member 내 소원이 이어가는 미래"
0,"2030/04/24 14:59:59",5,20047,5085,1,"2023/03/09 15:00:00","Re:member 내 소원이 이어가는 미래"
0,"2030/04/24 14:59:59",5,20048,5088,1,"2023/03/29 15:00:00","스위트 타이니 스테이지! \n신인 여배우와 리틀 레이디"
0,"2030/04/24 14:59:59",5,20049,5090,1,"2023/05/02 15:00:00","보물 환영! 인비저블 스틸러즈"
0,"2030/04/24 14:59:59",5,20050,5092,1,"2023/05/30 15:00:00","에피소드 오브 파이러츠 \n해적섬의 저주받은 보물"
0,"2030/04/24 14:59:59",5,20051,5094,1,"2023/06/29 15:00:00","엔조이＆리프레시! \n울퉁불퉁 걸즈 캠프"
0,"2030/04/24 14:59:59",5,20052,5096,1,"2023/08/01 15:00:00","트윙클 서머 게임\n여름 바다에 빛나는 세 가지 마음"
0,"2030/04/24 14:59:59",5,20053,5098,1,"2023/08/30 15:00:00","리틀 서머 메모리즈\n물가에서 찾아낸 작은 행복"
0,"2030/04/24 14:59:59",5,20054,5100,1,"2023/09/25 15:00:00","마호마호 미라클 저니!\n여행하는 소녀와 땅끝의 커다란 나무"
0,"2030/04/24 14:59:59",5,20055,5102,1,"2023/11/02 15:00:00","좋아요! 러브! 총집합!\n지고의 제전과 소녀의 비밀스런 덕질"
0,"2030/04/24 14:59:59",5,20056,5104,1,"2023/11/30 15:00:00","트라이벌 스피리츠\n치켜올린 검과 긍지의 가교"
0,"2030/04/24 14:59:59",5,20057,5106,1,"2023/12/28 15:00:00","해피 해프닝\n행복의 쌍둥이 천사와 성야의 선물"
0,"2030/04/24 14:59:59",5,20058,5108,1,"2024/01/30 15:00:00","온천 수증기 망년기담\n새해 첫날 해돋이에 잔을"
0,"2030/04/24 14:59:59",5,20059,5110,1,"2024/02/29 15:00:00","리버레이트 디 에덴 \n언젠가, 다시 만날 미래에서"
0,"2030/04/24 14:59:59",5,20060,5111,1,"2024/03/07 15:00:00","리버레이트 디 에덴 \n언젠가, 다시 만날 미래에서"
0,"2030/04/24 14:59:59",5,10141,5114,1,"2024/03/30 15:00:00","고양이와 막과자 찻집 \n카페 나슈카체에 어서 오세요"
0,"2030/04/24 14:59:59",5,10143,5116,1,"2024/04/30 15:00:00","Dears \n어서 와&다녀왔어의 약속"
0,"2030/04/24 14:59:59",5,10145,5118,1,"2024/05/28 15:00:00","커넥트 위드 블루 \n소녀가 하늘에 닿기까지"
0,"2030/04/24 14:59:59",5,10147,5120,1,"2024/07/02 15:00:00","뱀파이어 포크로어 \n밤과 미의 향연"
0,"2030/04/24 14:59:59",5,10149,5122,1,"2024/07/31 15:00:00","오마의 물 텅텅 대작전 \n비밀주의자와 금단의 바다"
0,"2030/04/24 14:59:59",5,10151,5124,1,"2024/08/27 15:00:00","전율 유기 해안 \n~서머 리조트 스릴러즈~"
0,"2030/04/24 14:59:59",5,10155,5126,1,"2024/09/30 15:00:00","위자딩 청춘 데이즈 마법 학원과 기적의 종"
0,"2030/04/24 14:59:59",5,10157,5128,1,"2024/10/30 15:00:00","로맨싱 사라사리아 \n~사막의 신부와 불가사의한 램프~"
0,"2030/04/24 14:59:59",5,10159,5130,1,"2024/11/28 15:00:00","크리미널 루키 \n천사들의 패러독스"
0,"2030/04/24 14:59:59",5,10161,5132,1,"2024/12/27 15:00:00","크라이・베이비・크리스마스 누군가를 위해 행복해지는 날"
0,"2030/04/24 14:59:59",5,10163,5134,1,"2025/01/27 15:00:00","영춘 드리머즈! 새해, 세뱃탄(메테오) 많이 받으세요!?"
0,"2030/04/24 14:59:59",5,10164,5136,1,"2025/02/27 15:00:00","I Wish \n꼭 잡은 이 손을"
0,"2030/04/24 14:59:59",5,10165,5137,1,"2025/03/06 15:00:00","I Wish \n꼭 잡은 이 손을"
0,"2030/04/24 14:59:59",5,10140,5140,1,"2025/03/31 15:00:00","한겨울의 한여름과 성스러운 학교의 이단아"
0,"2030/04/24 14:59:59",5,10142,5142,1,"2025/04/30 15:00:00","쿨리 퓨리 부트 캠프 도깨비 교관과 채찍과… 당근？"
0,"2030/04/24 14:59:59",5,10144,5144,1,"2025/05/29 15:00:00","꽃 피는 계절의 상세리테"
0,"2030/04/24 14:59:59",5,10146,5146,1,"2025/06/30 15:00:00","그랜드림 온 퍼레이드 \n보석 토끼와 비밀 동료들"
0,"2030/04/24 14:59:59",5,10148,5148,1,"2025/07/29 15:00:00","모여라 착한 일 클럽! \n미소라의 유쾌한 여름 휴가"
0,"2030/04/24 14:59:59",5,10150,5150,1,"2025/08/29 15:00:00","환혹의 요정 \n‐한여름의 정원에 춤추는 그림자‐"
0,"2030/04/24 14:59:59",5,10154,5154,1,"2025/10/31 15:00:00","노조미의 일일 점장기 \n여기는 알케스 연금당"
0,"2030/04/24 14:59:59",5,10156,5156,1,"2025/12/01 15:00:00","밴디트 리턴즈 \n염국의 무법 자매"
0,"2030/04/24 14:59:59",5,10158,5158,1,"2025/12/31 15:00:00","러브&퍼니시먼트 \n악마가 전하는 크리스마스"
0,"2030/04/24 14:59:59",5,10160,5160,1,"2026/01/30 15:00:00","영춘 지오 게헤나 \n뱀 아가씨와 쌍려의 검사"
