reward_image_1,quest_id,dungeon_quest_detail_monster_height,reward_image_4,wave_bgm_que_id_1,emax,wave_bgm_sheet_id_1,dungeon_quest_detail_monster_position_x_1,wave_group_id,limit_time,dungeon_quest_detail_monster_position_x_2,reward_image_5,matching_coefficient,quest_type,reward_image_3,multi_target_effect_time,reward_image_6,dungeon_quest_detail_bg_position,chest_id,dungeon_area_id,reward_image_2,dungeon_quest_detail_monster_size,floor_num,reward_coin,dungeon_quest_detail_bg_id,odds_group_id,background,parts_hp_save_flag,energy_reset_flag
94002,31001001,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,0,40001,31001,99002,1.2,1,0,100091,3100101,100091,0,0
94002,31001002,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,0,40001,31001,99002,1.2,2,0,100092,3100101,100092,0,0
94002,31001003,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.6,1,99002,0.0,0,0,40004,31001,90002,1.2,3,100,100101,3100102,100101,0,0
94002,31001004,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.65,1,0,0.0,0,0,40001,31001,99002,1.2,4,0,100102,3100103,100102,0,0
94002,31001005,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.7,1,0,0.0,0,0,40001,31001,99002,1.2,5,0,100102,3100103,100102,0,0
94002,31001006,0.0,90005,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.75,1,99002,0.0,0,0,40004,31001,90002,1.2,6,100,100102,3100104,100102,0,0
94002,31001007,0.0,0,bgm_M63,0,bgm_M63,0.0,501010011,90,0.0,0,1.0,3,99002,0.0,0,0,40004,31001,90002,1.2,7,100,100722,3100105,100722,0,0
94002,31002001,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,0,40001,31002,99002,1.2,1,0,100251,3100201,100251,0,0
94002,31002002,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,0,40001,31002,99002,1.2,2,0,100252,3100201,100252,0,0
94002,31002003,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.6,1,99002,0.0,0,0,40004,31002,90002,1.2,3,200,100253,3100202,100253,0,0
94002,31002004,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.65,1,0,0.0,0,0,40001,31002,99002,1.2,4,0,100254,3100203,100254,0,0
94002,31002005,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.7,1,0,0.0,0,0,40001,31002,99002,1.2,5,0,100255,3100203,100255,0,0
94002,31002006,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.75,1,99002,0.0,0,0,40004,31002,90002,1.2,6,200,100256,3100204,100256,0,0
94002,31002007,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.8,1,0,0.0,0,0,40001,31002,99002,1.2,7,0,100257,3100205,100257,0,0
94002,31002008,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.8,1,0,0.0,0,0,40001,31002,99002,1.2,8,0,100258,3100205,100258,0,0
94002,31002009,0.0,90005,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.8,1,99002,0.0,0,0,40004,31002,90002,1.2,9,200,100259,3100206,100259,0,0
94002,31002010,0.0,0,bgm_M63,0,bgm_M63,0.0,501010021,90,0.0,0,1.0,3,99002,0.0,0,0,40004,31002,90002,1.2,10,200,100261,3100207,100261,0,0
94002,31003001,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,-50,40001,31003,99002,1.2,1,0,100291,3100301,100291,0,0
94002,31003002,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.4,1,0,0.0,0,-50,40001,31003,99002,1.2,2,0,100292,3100302,100292,0,0
94002,31003003,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.6,1,99002,0.0,0,-50,40004,31003,90002,1.2,3,300,100293,3100302,100293,0,0
94002,31003004,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.65,1,0,0.0,0,-50,40001,31003,99002,1.2,4,0,100291,3100303,100291,0,0
94002,31003005,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.75,1,99002,0.0,0,-50,40004,31003,90002,1.2,5,300,100292,3100303,100292,0,0
94002,31003006,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.75,1,0,0.0,0,-50,40001,31003,99002,1.2,6,0,100294,3100304,100294,0,0
94002,31003007,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.8,1,99002,0.0,0,-50,40004,31003,90002,1.2,7,300,100295,3100304,100295,0,0
94002,31003008,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.85,1,0,0.0,0,-50,40001,31003,99002,1.2,8,0,100296,3100305,100296,0,0
94002,31003009,0.0,90005,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.85,1,99002,0.0,0,-50,40004,31003,90002,1.2,9,300,100297,3100307,100297,0,0
94002,31003010,0.0,0,bgm_M63,0,bgm_M63,0.0,501010031,90,0.0,0,1.0,3,99002,0.0,0,-50,40004,31003,90002,1.2,10,300,100313,3100306,100313,0,0
94002,31004001,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.7,1,99002,0.0,0,-50,40004,31004,90002,1.2,1,400,100271,3100401,100271,0,0
94002,31004002,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.85,1,99002,0.0,0,-50,40004,31004,90002,1.2,2,400,100273,3100401,100273,0,0
94002,31004003,0.0,0,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.9,1,99002,0.0,0,-50,40004,31004,90002,1.2,3,400,100274,3100401,100274,0,0
94002,31004004,0.0,90005,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,1.0,1,99002,0.0,0,-50,40004,31004,90002,1.2,4,400,100277,3100403,100277,0,0
94002,31004005,0.0,0,bgm_M63,0,bgm_M63,0.0,501010041,90,0.0,0,1.0,3,99002,0.0,0,-50,40004,31004,90002,1.2,5,400,100283,3100402,100283,0,0
94002,31005001,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.7,1,99002,0.0,0,-50,40004,31005,90002,1.2,1,500,101601,3100501,101601,0,0
94002,31005002,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.85,1,99002,0.0,0,-50,40004,31005,90002,1.2,2,500,101601,3100501,101601,0,0
94002,31005003,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,0,0.9,1,99002,0.0,0,-50,40004,31005,90002,1.2,3,600,101602,3100501,101602,0,0
94002,31005004,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,90005,1.0,1,99002,0.0,0,-50,40004,31005,90002,1.2,4,600,101602,3100502,101602,0,0
94002,31005005,0.0,140001,bgm_M63,0,bgm_M63,0.0,501010051,90,0.0,0,1.0,3,99002,0.0,0,-50,40004,31005,90002,1.6,5,300,101611,3100503,101611,0,0
90002,31006001,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.7,1,20000,0.0,94002,-50,40004,31006,99002,1.2,1,600,102171,3100601,102171,0,0
90002,31006002,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.85,1,20000,0.0,94002,-50,40004,31006,99002,1.2,2,600,102172,3100601,102172,0,0
90002,31006003,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.9,1,20000,0.0,94002,-50,40004,31006,99002,1.2,3,800,102173,3100601,102173,0,0
90002,31006004,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,1.0,1,20000,0.0,90005,-50,40004,31006,99002,1.2,4,800,102172,3100602,102172,0,0
90002,31006005,0.0,140001,bgm_M63,0,bgm_M63,0.0,501010061,90,0.0,25001,1.0,3,20000,0.0,94002,-50,40004,31006,99002,1.3,5,400,102174,3100603,102174,0,0
90002,31007001,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.7,1,20000,0.0,94002,-50,40004,31007,99002,1.2,1,700,102741,3100701,102741,0,0
90002,31007002,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.85,1,20000,0.0,94002,-50,40004,31007,99002,1.2,2,700,102742,3100701,102742,0,0
90002,31007003,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.9,1,20000,0.0,94002,-50,40004,31007,99002,1.2,3,1000,102743,3100701,102743,0,0
90002,31007004,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,1.0,1,20000,0.0,90005,-50,40004,31007,99002,1.2,4,1000,102742,3100702,102742,0,0
90002,31007005,0.0,140001,bgm_M63,0,bgm_M63,0.0,501010071,90,0.0,25001,1.0,3,20000,5.1,94002,-50,40004,31007,99002,0.5,5,500,102751,3100703,102751,1,1
