unit_id_09,unit_id_10,unit_id_06,unit_id_01,unit_id_05,unit_id_04,unit_id_02,unit_id_07,unit_id_08,unit_id_03,group_unit_id_comment,group_unit_id
0,0,0,100101,128701,122401,108701,0,0,180101,"트윙클 위시(히요리)",100101001
0,0,128901,100201,122601,115601,108801,0,0,180201,"트윙클 위시(유이)",100201001
0,0,128801,100301,122501,180301,108901,0,0,114001,"트윙클 위시(레이)",100301001
0,0,0,100401,0,0,111201,0,0,122801,"리틀 리리컬(미소기)",100401001
0,0,0,100501,0,0,114101,0,0,123901,"NIGHTMARE(마츠리)",100501001
0,0,0,100601,0,0,113701,0,0,124001,"디아볼로스(아카리)",100601001
0,0,0,100701,0,0,108201,0,0,119901,"디아볼로스(미야코)",100701001
0,0,0,100801,0,0,117601,0,0,126301,"바이스플뤼겔 랜드솔 지부(유키)",100801001
0,0,0,100901,0,0,113201,0,0,121901,"트와일라이트 캐러밴(안나)",100901001
0,0,0,101001,131001,123101,110601,0,0,116001,"카온(마호)",101001001
0,0,0,101101,0,0,112901,0,0,119301,"라비린스(리노)",101101001
0,0,0,101201,0,0,113401,0,0,128401,"포레스티에(하츠네)",101201001
0,0,0,101301,0,0,113301,0,0,123701,"트와일라이트 캐러밴(나나카)",101301001
0,0,0,101401,0,128501,112201,0,0,115701,"카온(카스미)",101401001
0,0,0,101501,0,0,113501,0,0,124601,"포레스티에(미사토)",101501001
0,0,0,101601,0,127301,110001,0,0,117901,"루센트 학원(스즈나)",101601001
0,0,0,101701,0,0,110501,0,0,117701,"카온(카오리)",101701001
0,0,0,101801,0,132901,110101,0,0,119001,"루센트 학원(이오)",101801001
0,0,0,102001,0,0,111301,0,0,122901,"리틀 리리컬(미미)",102001001
0,0,0,102101,0,0,108501,0,0,121301,"사렌디아 구호원(쿠루미)",102101001
0,0,0,102201,0,0,113801,0,0,124101,"디아볼로스(요리)",102201001
0,0,0,102301,0,0,108601,0,0,123201,"사렌디아 구호원(아야네)",102301001
0,0,0,102501,0,130801,107701,0,0,112101,"사렌디아 구호원(스즈메)",102501001
0,0,0,102601,0,0,112701,0,0,123501,"엘리자베스 파크(린)",102601001
0,0,0,102701,0,129901,109001,0,0,117001,"트와일라이트 캐러밴(에리코)",102701001
0,0,0,102801,133501,127501,110301,0,0,114501,"사렌디아 구호원(사렌)",102801001
0,0,0,102901,132201,124801,111601,0,0,117201,"카르미나(노조미)",102901001
0,0,0,103001,0,0,109601,0,0,117801,"바이스플뤼겔 랜드솔 지부(니논)",103001001
0,0,0,103101,0,127101,108101,0,0,122001,"디아볼로스(시노부)",103101001
0,0,0,103201,0,0,114401,0,0,126701,"메르쿠리우스 재단(아키노)",103201001
0,0,0,103301,0,0,112801,0,0,119201,"엘리자베스 파크(마히루)",103301001
0,0,0,103401,0,126801,114601,0,0,122201,"메르쿠리우스 재단(유카리)",103401001
0,0,0,103601,0,130701,111101,0,0,122701,"리틀 리리컬(쿄우카)",103601001
0,0,0,103701,0,0,114301,0,0,123601,"NIGHTMARE(토모)",103701001
0,0,0,103801,0,0,112301,0,0,125401,"엘리자베스 파크(시오리)",103801001
0,0,0,104001,0,122101,110701,0,0,116701,"포레스티에(아오이)",104001001
0,0,0,104201,0,0,108401,0,0,117301,"카르미나(치카)",104201001
0,0,0,104301,0,129801,110401,0,0,115901,"카온(마코토)",104301001
0,0,0,104401,0,126201,111701,0,0,120901,"디아볼로스(이리야)",104401001
0,0,0,104501,0,127001,109501,0,0,119101,"바이스플뤼겔 랜드솔 지부(쿠우카)",104501001
0,0,0,104601,0,125101,107901,0,0,116801,"메르쿠리우스 재단(타마키)",104601001
0,0,0,104701,0,0,113601,0,0,124201,"NIGHTMARE(쥰)",104701001
0,0,0,104801,0,0,108001,0,0,116901,"메르쿠리우스 재단(미후유)",104801001
0,0,0,104901,0,120001,109101,0,0,117101,"라비린스(시즈루)",104901001
0,0,0,105001,0,0,108301,0,0,121401,"루센트 학원(미사키)",105001001
0,0,0,105101,0,0,117501,0,0,124701,"트와일라이트 캐러밴(미츠키)",105101001
0,0,0,105201,0,0,115801,0,0,0,"엘리자베스 파크(리마)",105201001
0,0,0,105301,0,133201,114201,0,0,125201,"바이스플뤼겔 랜드솔 지부(모니카)",105301001
0,0,0,105401,0,0,113901,0,0,117401,"카르미나(츠무기)",105401001
0,0,0,105501,0,0,113001,0,0,121501,"바이스플뤼겔 랜드솔 지부(아유미)",105501001
0,0,0,105601,0,127601,113101,0,0,120801,"트와일라이트 캐러밴(루카)",105601001
0,0,0,105701,0,0,125501,0,0,0,"??? (지타)",105701001
0,0,127901,105801,121001,111801,107501,0,0,180401,"미식전(페코린느)",105801001
0,0,0,105901,115501,180501,107601,0,0,111901,"미식전(콧코로)",105901001
0,0,127201,106001,121101,180601,107801,0,0,112001,"미식전(캬루)",106001001
0,0,0,106101,0,0,114701,0,0,125001,"??? (무이미)",106101001
0,0,0,106301,0,0,0,0,0,0,"??? (아리사)",106301001
0,0,0,106401,0,0,120701,0,0,181201,"미식전(셰피)",106401001
0,0,0,106501,0,0,116601,0,0,124901,"드래곤즈 네스트(카야)",106501001
0,0,0,106601,0,128301,116501,0,0,121601,"드래곤즈 네스트(이노리)",106601001
0,0,0,106701,0,0,124501,0,0,131801,"드래곤즈 네스트(호마레)",106701001
0,0,0,106801,0,0,121201,0,0,133701,"라비린스(라비리스타)",106801001
0,0,0,106901,0,0,0,0,0,0,"???(카이저 인사이트)",106901001
0,0,0,107001,0,0,115001,0,0,126601,"??? (네네카)",107001001
0,0,0,107101,0,133901,111501,0,0,123801,"NIGHTMARE(크리스티나)",107101001
0,0,0,109201,0,0,0,0,0,0,"마나리아(앤)",109201001
0,0,0,109301,0,0,0,0,0,0,"마나리아(루)",109301001
0,0,0,109401,0,0,0,0,0,0,"마나리아(글레어)",109401001
0,0,0,109701,0,0,0,0,0,0,"Re제로(렘)",109701001
0,0,0,109801,0,0,0,0,0,0,"Re제로(람)",109801001
0,0,0,109901,0,0,0,0,0,0,"Re제로(에밀리아)",109901001
0,0,0,110801,0,0,116201,0,0,129401,"성 테레사 여학원(단짝부) (클로에)",110801001
0,0,0,110901,0,0,116301,0,0,129501,"성 테레사 여학원(단짝부) (치에루)",110901001
0,0,0,111001,0,0,116401,0,0,129301,"성 테레사 여학원(단짝부) (유니)",111001001
0,0,0,112401,0,0,0,0,0,0,"뉴 제네레이션즈(우즈키)",112401001
0,0,0,112501,0,0,0,0,0,0,"뉴 제네레이션즈(린)",112501001
0,0,0,112601,0,0,0,0,0,0,"뉴 제네레이션즈(미오)",112601001
0,0,0,118001,0,0,128001,0,0,0,"크레짓타",118001001
0,0,0,118101,0,0,126901,0,0,0,"레이지 레기온(란파)",118101001
0,0,0,118201,0,0,131201,0,0,0,"레이지ㆍ레기온(미소라)",118201001
0,0,0,118501,0,0,125701,0,0,0,"카린",118501001
0,0,0,118601,0,0,0,0,0,0,"네비아",118601001
0,0,0,122301,0,0,0,0,0,0,"밤피",122301001
0,0,0,123001,0,0,131701,0,0,0,"아메스",123001001
0,0,0,123301,0,0,131101,0,0,0,"네아",123301001
0,0,0,125601,0,0,0,0,0,0,"비카라",125601001
0,0,0,125801,0,0,131601,0,0,0,"리리(폴른)",125801001
0,0,0,126001,0,0,0,0,0,0,"크리아(폴른)",126001001
0,0,0,126101,0,0,0,0,0,0,"프레시아(폴른)",126101001
0,0,0,126401,0,0,0,0,0,0,"클로체",126401001
0,0,0,126501,0,0,132801,0,0,0,"라이라엘",126501001
0,0,0,127701,0,0,0,0,0,0,"린드",127701001
0,0,0,127801,0,0,0,0,0,0,"블룸",127801001
0,0,0,129001,0,0,0,0,0,0,"에리스",129001001
0,0,0,129601,0,0,0,0,0,0,"아네모네",129601001
0,0,0,129701,0,0,0,0,0,0,"네피＝네라",129701001
0,0,0,130001,0,0,0,0,0,0,"야마토",130001001
0,0,0,130101,0,0,0,0,0,0,"와카나",130101001
0,0,0,130201,0,0,0,0,0,0,"후부키",130201001
0,0,0,130901,0,0,0,0,0,0,"쿠루루",130901001
0,0,0,133001,0,0,0,0,0,0,"그레이스",133001001
0,0,0,133601,0,0,0,0,0,0,"메두사",133601001
0,0,0,180701,0,0,0,0,0,0,"하츠네＆시오리",180701001
0,0,0,180801,0,0,0,0,0,0,"미소기＆미미＆쿄우카",180801001
0,0,0,180901,0,0,0,0,0,0,"아키노＆사렌",180901001
0,0,0,181001,0,0,0,0,0,0,"앤＆글레어",181001001
0,0,0,181101,0,0,0,0,0,0,"시즈루＆리노",181101001
0,0,0,100101,0,0,0,0,0,0,"히요리(카린 상호작용 전용)",300101001
0,0,0,100201,0,0,0,0,0,0,"유이(카린 상호작용 전용)",300201001
0,0,0,100301,0,0,0,0,0,0,"레이(카린 상호작용 전용)",300301001
0,0,0,100401,0,0,0,0,0,0,"미소기(카린 상호작용 전용)",300401001
0,0,0,100501,0,0,0,0,0,0,"마츠리(카린 상호작용 전용)",300501001
0,0,0,100601,0,0,0,0,0,0,"아카리(카린 상호작용 전용)",300601001
