start_pos,sub_story_id,id,cue_name,seek_time,end_pos,type,line_num,sheet_name,command,command_param,seq_num
0,5154062,515406201,0,0.0,0,4,0,0,1,0.8,1
0,5154062,515406202,vo_abd_0101,0.0,0,2,0,vo_abd,0,0.0,2
0,5154062,515406203,0,2.0,300,1,1,0,0,0.0,3
0,5154062,515406204,0,0.0,0,4,0,0,1,2.1,4
0,5154062,515406205,vo_abd_0102,0.0,0,2,0,vo_abd,0,0.0,5
0,5154062,515406206,0,2.05,400,1,2,0,0,0.0,6
0,5154062,515406207,0,0.0,0,4,0,0,1,3.2,7
0,5154062,515406208,vo_abd_0103,0.0,0,2,0,vo_abd,0,0.0,8
0,5154062,515406209,0,1.0,72,1,3,0,0,0.0,9
0,5154062,515406210,0,0.0,0,4,0,0,1,1.4,10
72,5154062,515406211,0,2.5,430,1,3,0,0,0.0,11
0,5154062,515406212,0,0.0,0,4,0,0,1,3.3,12
0,5154062,515406213,vo_abd_0104,0.0,0,2,0,vo_abd,0,0.0,13
0,5154062,515406214,0,0.2,32,1,4,0,0,0.0,14
0,5154062,515406215,0,0.0,0,4,0,0,1,0.5,15
32,5154062,515406216,0,0.2,65,1,4,0,0,0.0,16
0,5154062,515406217,0,0.0,0,4,0,0,1,0.6,17
65,5154062,515406218,0,0.8,135,1,4,0,0,0.0,18
0,5154062,515406219,0,0.0,0,4,0,0,1,1.2,19
135,5154062,515406220,0,1.8,400,1,4,0,0,0.0,20
0,5154062,515406221,0,0.0,0,4,0,0,1,2.2,21
0,5154062,515406222,vo_abd_0105,0.0,0,2,0,vo_abd,0,0.0,22
0,5154062,515406223,0,0.6,83,1,5,0,0,0.0,23
0,5154062,515406224,0,0.0,0,4,0,0,1,1.0,24
83,5154062,515406225,0,0.7,175,1,5,0,0,0.0,25
0,5154062,515406226,0,0.0,0,4,0,0,1,1.5,26
175,5154062,515406227,0,0.8,303,1,5,0,0,0.0,27
0,5154062,515406228,0,0.0,0,4,0,0,1,1.0,28
303,5154062,515406229,0,0.7,415,1,5,0,0,0.0,29
0,5154062,515406230,0,0.0,0,4,0,0,1,2.0,30
0,5154062,515406231,vo_abd_0106,0.0,0,2,0,vo_abd,0,0.0,31
0,5154062,515406232,0,1.0,190,1,6,0,0,0.0,32
0,5154062,515406233,0,0.0,0,4,0,0,1,1.3,33
190,5154062,515406234,0,1.0,415,1,6,0,0,0.0,34
0,5154062,515406235,0,0.0,0,4,0,0,1,2.3,35
0,5154062,515406236,vo_abd_0107,0.0,0,2,0,vo_abd,0,0.0,36
0,5154062,515406237,0,0.7,61,1,7,0,0,0.0,37
0,5154062,515406238,0,0.0,0,4,0,0,1,0.8,38
61,5154062,515406239,0,0.8,360,1,7,0,0,0.0,39
0,5154062,515406240,0,0.0,0,4,0,0,1,2.0,40
0,5154062,515406241,vo_abd_0108,0.0,0,2,0,vo_abd,0,0.0,41
0,5154062,515406242,0,2.63,415,1,8,0,0,0.0,42
0,5154062,515406243,0,0.0,0,4,0,0,1,2.63,43
0,5154062,515406244,vo_abd_0109,0.0,0,2,0,vo_abd,0,0.0,44
0,5154062,515406245,0,1.0,130,1,9,0,0,0.0,45
0,5154062,515406246,0,0.0,0,4,0,0,1,2.0,46
130,5154062,515406247,0,0.5,153,1,9,0,0,0.0,47
0,5154062,515406248,0,0.0,0,4,0,0,1,1.2,48
153,5154062,515406249,0,1.5,415,1,9,0,0,0.0,49
0,5154062,515406250,0,0.0,0,4,0,0,1,2.5,50
0,5154062,515406251,vo_abd_0110,0.0,0,2,0,vo_abd,0,0.0,51
0,5154062,515406252,0,0.2,32,1,10,0,0,0.0,52
0,5154062,515406253,0,0.0,0,4,0,0,1,0.6,53
32,5154062,515406254,0,1.3,400,1,10,0,0,0.0,54
0,5154062,515406255,0,0.0,0,4,0,0,1,2.3,55
0,5154062,515406256,vo_abd_0111,0.0,0,2,0,vo_abd,0,0.0,56
0,5154062,515406257,0,0.3,48,1,11,0,0,0.0,57
0,5154062,515406258,0,0.0,0,4,0,0,1,1.2,58
48,5154062,515406259,0,1.0,315,1,11,0,0,0.0,59
0,5154063,515406301,0,0.0,0,4,0,0,1,0.8,1
0,5154063,515406302,vo_abd_0201,0.0,0,2,0,vo_abd,0,0.0,2
0,5154063,515406303,0,1.5,350,1,1,0,0,0.0,3
0,5154063,515406304,0,0.0,0,4,0,0,1,2.25,4
0,5154063,515406305,vo_abd_0202,0.0,0,2,0,vo_abd,0,0.0,5
0,5154063,515406306,0,1.8,350,1,2,0,0,0.0,6
0,5154063,515406307,0,0.0,0,4,0,0,1,3.0,7
0,5154063,515406308,vo_abd_0203,0.0,0,2,0,vo_abd,0,0.0,8
0,5154063,515406309,0,1.5,315,1,3,0,0,0.0,9
0,5154063,515406310,0,0.0,0,4,0,0,1,1.8,10
0,5154063,515406311,vo_abd_0204,0.0,0,2,0,vo_abd,0,0.0,11
0,5154063,515406312,0,1.3,300,1,4,0,0,0.0,12
0,5154063,515406313,0,0.0,0,4,0,0,1,2.5,13
0,5154063,515406314,vo_abd_0205,0.0,0,2,0,vo_abd,0,0.0,14
0,5154063,515406315,0,1.5,360,1,5,0,0,0.0,15
0,5154063,515406316,0,0.0,0,4,0,0,1,2.0,16
0,5154063,515406317,vo_abd_0206,0.0,0,2,0,vo_abd,0,0.0,17
0,5154063,515406318,0,1.8,310,1,6,0,0,0.0,18
0,5154063,515406319,0,0.0,0,4,0,0,1,3.0,19
0,5154063,515406320,vo_abd_0207,0.0,0,2,0,vo_abd,0,0.0,20
0,5154063,515406321,0,1.2,182,1,8,0,0,0.0,21
0,5154063,515406322,0,0.0,0,4,0,0,1,1.6,22
182,5154063,515406323,0,0.45,400,1,8,0,0,0.0,23
0,5154063,515406324,0,0.0,0,4,0,0,1,0.45,24
0,5154063,515406325,vo_abd_0208,0.0,0,2,0,vo_abd,0,0.0,25
0,5154063,515406326,0,1.1,300,1,9,0,0,0.0,26
0,5154063,515406327,0,0.0,0,4,0,0,1,1.6,27
0,5154063,515406328,vo_abd_0209,0.0,0,2,0,vo_abd,0,0.0,28
0,5154063,515406329,0,0.5,280,1,10,0,0,0.0,29
0,5154063,515406330,0,0.0,0,4,0,0,1,0.5,30
0,5154063,515406331,vo_abd_0210,0.0,0,2,0,vo_abd,0,0.0,31
0,5154063,515406332,0,1.0,360,1,11,0,0,0.0,32
0,5154064,515406401,0,0.0,0,4,0,0,1,0.8,1
0,5154064,515406402,vo_abd_0301,0.0,0,2,0,vo_abd,0,0.0,2
0,5154064,515406403,0,2.0,330,1,1,0,0,0.0,3
0,5154064,515406404,0,0.0,0,4,0,0,1,2.8,4
0,5154064,515406405,vo_abd_0302,0.0,0,2,0,vo_abd,0,0.0,5
0,5154064,515406406,0,2.0,400,1,2,0,0,0.0,6
0,5154064,515406407,0,0.0,0,4,0,0,1,3.5,7
0,5154064,515406408,vo_abd_0303,0.0,0,2,0,vo_abd,0,0.0,8
0,5154064,515406409,0,2.8,425,1,3,0,0,0.0,9
0,5154064,515406410,0,0.0,0,4,0,0,1,3.5,10
