icon_id,detail,boss_id,start_time,id,unit_id
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013206,"2024/12/27 15:00:00",1,118001
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1013206,"2024/12/27 15:00:00",2,118001
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1013206,"2024/12/27 15:00:00",3,118001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013206,"2024/12/27 15:00:00",4,105801
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013206,"2024/12/27 15:00:00",5,105801
3005,"전투 시작 후 90초간 HP가 0이 되면\n전투 불능이 되지 않고 HP 회복(1회 한정)",1013206,"2024/12/27 15:00:00",6,105801
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013206,"2024/12/27 15:00:00",7,107501
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1013206,"2024/12/27 15:00:00",8,107501
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1013206,"2024/12/27 15:00:00",9,107501
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013206,"2024/12/27 15:00:00",10,111801
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가, 행동 불능 무효화",1013206,"2024/12/27 15:00:00",11,111801
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013206,"2024/12/27 15:00:00",13,121001
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가, 행동 불능 무효화",1013206,"2024/12/27 15:00:00",14,121001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013206,"2024/12/27 15:00:00",16,180401
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013206,"2024/12/27 15:00:00",17,180401
3005,"전투 시작 후 90초간 HP가 0이 되면\n전투 불능이 되지 않고 HP 회복(1회 한정)",1013206,"2024/12/27 15:00:00",18,180401
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013206,"2024/12/27 15:00:00",19,127901
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가, 행동 불능 무효화",1013206,"2024/12/27 15:00:00",20,127901
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",21,106601
3012,"전투 시작 후 90초간 물리/마법 무효 배\n리어",1013406,"2025/01/27 15:00:00",22,106601
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",23,101401
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",24,101401
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",25,101201
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",26,101201
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",27,116501
3012,"전투 시작 후 90초간 물리/마법 무효 배\n리어",1013406,"2025/01/27 15:00:00",28,116501
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",29,121601
3012,"전투 시작 후 90초간 물리/마법 무효 배\n리어",1013406,"2025/01/27 15:00:00",30,121601
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013406,"2025/01/27 15:00:00",31,128301
3012,"전투 시작 후 90초간 물리/마법 무효 배\n리어",1013406,"2025/01/27 15:00:00",32,128301
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",33,112201
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",34,112201
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",35,115701
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",36,115701
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",37,113401
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",38,113401
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",39,128401
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013406,"2025/01/27 15:00:00",40,128401
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013406,"2025/01/27 15:00:00",41,180701
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1013406,"2025/01/27 15:00:00",42,180701
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",43,100101
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",44,100101
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",45,100101
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",46,100201
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",47,100201
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",48,100201
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",49,100201
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",50,100301
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",51,100301
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",52,100301
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",53,108701
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",54,108701
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",55,108701
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",56,180101
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",57,180101
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",58,122401
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",59,122401
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/03/13 15:00:00",60,128701
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/03/13 15:00:00",61,128701
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",62,108801
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",63,108801
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",64,108801
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",65,108801
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",66,115601
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",67,115601
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",68,180201
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",69,180201
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",70,122601
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",71,122601
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",72,128901
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1013606,"2025/02/27 15:00:00",73,128901
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1013606,"2025/02/27 15:00:00",74,108901
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1013606,"2025/02/27 15:00:00",75,108901
3013,"공격력 흡수 무효",1013606,"2025/02/27 15:00:00",76,108901
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",77,114001
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",78,114001
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",79,180301
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",80,180301
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",81,122501
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",82,122501
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013606,"2025/02/27 15:00:00",83,128801
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1013606,"2025/02/27 15:00:00",84,128801
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",85,100101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",86,100101
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",87,100201
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",88,100201
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",89,100301
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",90,100301
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",91,108701
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",92,108701
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",93,180101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",94,180101
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",95,122401
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",96,122401
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/13 15:00:00",97,128701
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/13 15:00:00",98,128701
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",99,108801
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",100,108801
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",101,115601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",102,115601
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",103,180201
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",104,180201
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",105,122601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",106,122601
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",107,128901
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가, 행동 불능 무효화",1013706,"2025/03/06 15:00:00",108,128901
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",109,108901
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",110,108901
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",111,114001
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",112,114001
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",113,180301
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",114,180301
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",115,122501
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",116,122501
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1013706,"2025/03/06 15:00:00",117,128801
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1013706,"2025/03/06 15:00:00",118,128801
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140001,110801
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140002,110801
