event_id,face_type,end_time,comment_id,unlock_story_id,pos_x,character_name,start_time,pos_y,change_face_type,character_id,voice_id,description,change_face_time,where_type
0,1,"2030/12/17 14:59:59",7001,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"가끔은\n협력하는 것도 좋지 않겠어?\n나도 도와줄게",0.0,7
0,1,"2030/12/17 14:59:59",7002,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"많은 분들과 협력해서\n싸울 수 있는 것 같습니다\n주인님이시라면 틀림없이\n활약하시겠지요",0.0,7
0,1,"2030/12/17 14:59:59",7003,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"많은 사람과 함께\n협력 배틀이네요!\n힘내자구요☆",0.0,7
0,1,"2030/12/17 14:59:59",10001,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"쥬얼을 음식으로…\n아니지 귀중품과 교환할 수 있어요!",0.0,10
0,1,"2030/12/17 14:59:59",10002,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"쥬얼은 잘 생각하고\n쓰도록 해\n낭비는 안 돼!",0.0,10
0,1,"2030/12/17 14:59:59",10003,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"주인님의 쥬얼로\n귀중한 상품들을 구입할 수 있습니다\n하지만 낭비는\n『떽』입니다",0.0,10
0,2,"2030/12/17 14:59:59",10004,2104010,-363.0,"셰피","2025/09/23 15:00:00",0.0,1,106401,1,"쥬얼이 있으면\n귀중품과 교환할 수 있는 것 같아\n소중하게 쓰자",0.0,10
0,1,"2030/12/17 14:59:59",12001,0,-416.5,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"특정 조건을 달성하면\n보상을 받을 수 있어요!\n힘내요♪",0.0,12
0,1,"2030/12/17 14:59:59",13001,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"추억이 담겨있다고 하네\n많은 일이 있었지만\n되돌아보는 것도 좋지 않겠어?",0.0,13
0,1,"2030/12/17 14:59:59",13002,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"주인님과 함께한 즐거운 나날…\n여기서 몇 번이든\n회상해 보세요♪",0.0,13
0,2,"2030/12/17 14:59:59",13003,2104010,-363.0,"셰피","2025/09/23 15:00:00",0.0,1,106401,1,"모두와의 소중한 추억이\n잔뜩 쌓여 있구나\n함께 돌아보고\n마음에 새기고 싶어",0.0,13
0,1,"2030/12/17 14:59:59",13004,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"소녀들과의 추억을\n잔뜩 볼 수 있어요!\n휴~ 휴~♪\n인기 만점이네요~☆",0.0,13
0,1,"2030/12/17 14:59:59",14001,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"성장에 필요한 아이템을\n획득할 수 있는 퀘스트입니다\n저 주인님을 위해\n강해지겠어요",0.0,14
0,2,"2030/12/17 14:59:59",14002,2104010,-363.0,"셰피","2025/09/23 15:00:00",0.0,1,106401,1,"이 퀘스트를 공략하면\n아이템을 손에 넣을 수 있다는 것 같아.\n더욱 강해지기 위해서\n열심히 노력할게!",0.0,14
0,1,"2030/12/17 14:59:59",14003,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"이 퀘스트를 공략하면\n아이템을 받을 수 있어요\n잔뜩 모아서 점점 더\n강해져버리자구요!",0.0,14
0,1,"2030/12/17 14:59:59",14004,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"퀘스트를 공략하면\n아이템을 손에 넣을 수 있다는데\n받을 수 있는 건\n받아두자!",0.0,14
0,1,"2030/12/17 14:59:59",15001,0,-470.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"주인님 여행 준비를 확실히\n해서 보다 알찬 모험을\n하도록 하시죠",0.0,15
0,2,"2030/12/17 14:59:59",16001,2104010,-363.0,"셰피","2025/09/23 15:00:00",0.0,1,106401,1,"저기… 클랜에 가입해 보지 않을래?\n혼자도 즐겁지만, 모두와\n함께인 것도 시끌벅적해서 좋다고 생각해",0.0,16
0,1,"2030/12/17 14:59:59",16002,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"클랜에 가입해보지 않을래요?\n모두 함께 모험하는 편이\n즐거울 거라구요!",0.0,16
0,1,"2030/12/17 14:59:59",16003,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"클랜에 들어갈 수 있나 봐\n모처럼이니까 들어가 보면 어때?\n꽤 재밌다던데♪",0.0,16
0,1,"2030/12/17 14:59:59",16004,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"이 곳에서 클랜에 가입할 수 있습니다\n근사한 클랜이 많아\n눈이 돌아가네요 ",0.0,16
0,1,"2030/12/17 14:59:59",17002,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"여기에서는 클랜전에\n참가한 동료들의\n활약을 되돌아볼 수 있습니다",0.0,17
0,1,"2030/12/17 14:59:59",17004,0,-363.0,"캬루","2015/12/17 15:00:00",0.0,1,106001,1,"모의전 성적 중에\n마음에 드는 것이 있다면\n기록해 둘 수 있어",0.0,25
0,1,"2030/12/17 14:59:59",17005,0,-363.0,"콧코로","2015/12/17 15:00:00",0.0,1,105901,1,"주인님, 이번 클랜전의\n활약이 기록되어 있습니다\n이후 클랜전에 참고하도록 하죠",0.0,25
0,2,"2030/12/17 14:59:59",17006,2104010,-363.0,"셰피","2025/09/23 15:00:00",0.0,1,106401,1,"이번 클랜전 상태는\n어때?\n전적을 보면 다음 전투에\n활용할 수 있을지도 몰라",0.0,25
0,1,"2030/12/17 14:59:59",17007,0,-363.0,"페코린느","2015/12/17 15:00:00",0.0,1,105801,1,"이번 클랜전의 전적을\n다시 한번 볼 수 있어요!\n저한테도 보여주세요☆",0.0,25
0,1,"2030/12/17 14:59:59",18001,0,-363.0,"카린","2015/12/17 15:00:00",0.0,1,190801,1,"어서 오세요!\n여기에서는 마이 페이지나\n길드 하우스에서 흘러나오는 음악을\n변경하거나 구매할 수 있습니다",0.0,18
0,1,"2030/12/17 14:59:59",18002,0,-363.0,"카린","2015/12/17 15:00:00",0.0,1,190801,2,"BGM 변경이나 구매는 여기서\n할 수 있어요\n근사한 음악을 잔뜩\n준비해 두었어요!",0.0,18
0,1,"2030/12/17 14:59:59",19001,0,-470.0,"카린","2015/12/17 15:00:00",0.0,1,190801,3,"길드 하우스의\nBGM을 변경할 수 있답니다\n당신이 좋아하는 곡을\n저에게도 들려주세요",0.0,19
0,1,"2030/12/17 14:59:59",19002,0,-470.0,"카린","2015/12/17 15:00:00",0.0,1,190801,4,"여기에서는 BGM 변경을\n할 수 있어요\n어떤 곡으로 변경하실래요?\n후후후, 저도 기대되네요♪",0.0,19
0,1,"2030/12/17 14:59:59",20001,0,-470.0,"카린","2015/12/17 15:00:00",0.0,1,190801,5,"여기에서는 BGM을\n구입할 수 있습니다\n시험 삼아 들어볼 수도 있으니\n천천히 골라 보세요",0.0,20
0,1,"2030/12/17 14:59:59",20002,0,-470.0,"카린","2015/12/17 15:00:00",0.0,1,190801,6,"어서 오세요!\nBGM 구매는 여기입니다\n근사한 곡이 잔뜩 있어서\n선택하기 힘드네요",0.0,20
