end_time,lv_from,reward_num,lv_to,id,mission_reward_id,reward_id,reward_type,start_time
"2030/12/31 23:59:59",1,100,-1,1,18001001,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,2,18001002,93001,6,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30,-1,3,11001001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30000,-1,4,11001001,94002,12,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,10,-1,5,11001001,91002,8,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,40,-1,6,11003001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,2,-1,7,11003001,20002,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,10,-1,8,11003001,91002,8,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,20,-1,9,13002001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,20,-1,10,18004001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,25,-1,11,16006001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,25,-1,12,16007001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,3,-1,13,16007001,22001,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30,-1,14,11004001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,2,-1,15,11004001,20002,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,500,-1,16,11004001,90007,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,40,-1,17,11005001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30000,-1,18,11005001,94002,12,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,500,-1,19,11005001,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,20,11006001,0,5,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,21,11006001,20003,2,"2018/01/01 5:00:00"
"2024/01/15 4:59:59",1,30,-1,22,15004001,0,5,"2018/01/01 5:00:00"
"2024/01/15 4:59:59",1,100,-1,23,15004001,90007,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,40,-1,24,14001001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,80000,-1,25,14001001,94002,12,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,2,-1,26,14001001,20003,2,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,50,-1,27,14003001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,140000,-1,28,14003001,94002,12,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,4,-1,29,14003001,22002,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,30,21001001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2000,-1,31,21001001,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,33,21001002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,34,21001002,22001,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,36,21001003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1,-1,37,21001003,22002,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,39,21001004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1,-1,40,21001004,22003,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,90,-1,42,21001005,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,43,21001005,22003,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,60,-1,45,21002001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,4000,-1,46,21002001,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,60,-1,48,21002002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,4,-1,49,21002002,22001,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,60,-1,51,21002003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,52,21002003,22002,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,60,-1,54,21002004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,55,21002004,22003,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,57,21003001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,58,28002001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1000,-1,59,28002001,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,60,28002002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,61,28002002,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,62,28002003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,63,28002003,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,64,28002004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,65,28002004,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,66,28002005,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,67,28002005,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,68,28002006,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,69,28002006,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,70,28002007,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,71,28002007,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,72,28002008,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,73,28002008,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,74,28002009,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,75,28002009,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,76,28002010,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,77,28002010,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,78,28002011,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,79,28002011,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,80,28002012,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,81,28002012,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,82,28002013,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,83,28002013,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,84,28002014,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,85,28002014,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,86,26001001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,87,26003001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,88,26008001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,89,24002001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,90,24004001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,91,21005001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,92,21005002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,93,21005003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,94,21005004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,95,21005005,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,96,21005006,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,97,21005007,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,98,21005018,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,99,21005028,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,40,-1,100,21005038,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,101,26002001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,102,26002002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,103,26002003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,104,26002004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,105,26002005,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,106,26002006,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,107,26002007,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,108,26002008,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,109,26002009,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,110,26002010,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,111,26005001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,112,26005002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,113,21007001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1000,-1,115,28006001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,20,-1,116,28005001,0,5,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10,-1,117,28005001,20001,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,118,15005001,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,200,-1,119,18001003,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,200,-1,120,18001004,93001,6,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,20,-1,121,11101001,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,2,-1,122,11101001,20003,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,123,21102001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,124,21103001,91002,8,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30,-1,128,11001002,0,5,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,30000,-1,129,11001002,94002,12,"2018/01/01 5:00:00"
"2021/12/21 4:59:59",1,6,-1,130,11001002,23001,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,131,28007001,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,132,28007002,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,133,28007003,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,30,-1,134,26013001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,135,26014001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,80,-1,136,21011001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,2,-1,137,21011001,22003,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,138,26015001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10,-1,139,26015002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,140,21102002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,400,-1,141,28002015,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,142,28002015,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,143,28002015,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,400,-1,144,28002016,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,145,28002016,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,146,28002016,90007,2,"2018/01/01 5:00:00"
