row_9,row_26,difficulty,row_27,row_40,row_55,min_clear_num,row_56,row_35,row_29,row_5,id,row_45,frame_id,row_22,row_15,row_3,row_2,row_47,row_19,row_36,row_8,row_1,row_54,row_51,row_38,row_28,row_37,row_49,row_33,row_18,row_39,row_16,row_44,row_50,row_42,row_12,row_31,row_4,row_32,row_60,row_48,row_52,row_10,row_34,row_11,row_13,row_24,row_17,row_59,row_30,row_6,row_46,row_58,row_53,row_21,lane,row_23,row_25,row_57,row_20,row_7,row_14,row_43,row_41
0,0,1,0,0,0,-5,0,0,0,0,100101,0,101,115,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,0,0,0,0,0,401,0,0
0,0,1,0,0,0,-5,0,0,0,0,100102,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-5,0,0,0,0,100103,0,101,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,120,0,0,0,0,0,0,0,150,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-5,0,0,0,0,100104,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-5,0,0,0,0,100105,0,101,103,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,401,0,0,0,0,0,0,0,101,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,100201,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,100202,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,301,0,-3,0,0,0,0,100203,301,102,401,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,301,0,301,0,301,0,0,0,0,101,0,0,0,0,0,0,0,0,0,143,0,301,0,0,0,3,0,0,0,0,0,0,301,301
0,0,1,0,0,0,-3,0,0,0,0,100204,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,100205,401,102,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100301,0,103,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,107,0,114,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100302,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,105,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100303,0,103,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,402,0,0,0,0,0,0,0,115,0,105,0,0,0,0,0,0,0,123,0,0,0,0,0,3,0,0,0,0,0,0,0,0
301,0,1,0,0,0,1,0,0,0,0,100304,0,103,301,301,0,0,0,301,0,301,0,0,0,0,0,0,0,0,301,0,301,0,0,0,301,0,0,0,123,401,0,301,0,301,301,0,301,0,112,0,0,0,0,301,4,0,0,0,301,0,301,0,0
0,0,1,0,0,0,1,0,0,0,0,100305,0,103,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,100401,0,104,0,0,0,0,0,401,0,102,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,402,0,0,0,0,0,0,0,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,100402,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,0,0,0,0,0,0,0,0,116,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,100403,0,104,103,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,3,0,0,0,0,0,0,401,0
0,0,1,0,0,0,-2,0,0,0,0,100404,0,104,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,100405,0,104,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,114,124,0,0,0,0,0,0,0,0,118,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,100501,0,105,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,1,0,0,0,0,0,0,105,0
302,0,1,0,0,0,-4,0,0,0,0,100502,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,303,122,0,0,303,0,0,2,0,0,303,0,0,0,0,403
0,303,1,303,0,0,-4,0,0,303,0,100503,0,105,303,0,0,0,0,303,0,0,0,0,0,105,303,0,0,0,303,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,303,303,0,102,0,0,0,0,303,3,303,303,0,303,0,0,0,0
302,0,1,0,0,0,-4,0,0,0,0,100504,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,102,0,0,0,0,0,0,0,105,0,120,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,100505,0,105,402,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,108,0,105,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-40,0,401,0,0,100601,0,106,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,402,0,0
301,303,1,303,303,0,-40,0,303,303,0,100602,0,106,0,301,0,0,0,301,303,0,0,0,0,303,303,303,402,303,301,303,301,0,0,303,301,303,0,303,0,0,0,301,303,301,301,0,301,403,303,0,0,0,0,0,2,0,0,0,0,0,301,0,303
0,0,1,0,0,303,-40,303,0,0,0,100603,0,106,0,0,0,0,0,0,0,0,0,303,303,0,0,0,303,0,0,402,0,0,303,0,0,0,0,0,303,0,303,0,0,0,0,0,0,303,402,0,0,303,303,0,3,0,0,303,0,0,0,0,0
303,0,1,303,303,0,-40,0,303,303,0,100604,303,106,0,303,0,0,0,0,303,303,0,402,0,303,303,303,0,303,303,303,303,303,0,303,303,303,0,303,0,0,0,303,303,303,303,0,303,0,303,0,0,0,0,0,4,0,0,0,0,0,303,303,303
0,0,1,0,0,0,-40,0,0,0,0,100605,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100701,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,301,0,1,0,0,402,0,100702,301,107,0,0,0,0,0,0,301,0,0,0,0,301,0,301,0,0,0,301,0,301,0,301,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,2,0,0,0,0,0,0,301,301
0,0,1,0,0,0,1,0,0,0,304,100703,0,107,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,301,0,0,0,115,0,0,301,0,301,301,0,301,0,0,0,0,0,0,0,3,0,0,0,0,0,301,0,0
0,301,1,301,0,0,1,0,0,301,0,100704,0,107,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,301,0,0,0,0,0,401,0,301,0,301,107,0,0,0,301,0,0,301,0,0,301,0,0,0,0,0,4,0,301,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100705,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100801,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,124,0,118,0,0,401,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100802,0,108,303,0,0,0,0,303,401,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,107,0,0,0,0,303,2,0,0,0,303,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100803,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,3,0,0,0,0,0,0,0,0
303,0,1,0,0,0,1,0,0,0,0,100804,0,108,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,303,0,303,0,0,0,0,105,303,0,0,0,0,4,0,0,0,0,303,0,0,0
0,0,1,0,0,0,1,0,0,0,0,100805,0,108,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,402,0,0,0,0,0,0,102,0,105,403,0,0,0,0,0,0,116,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,100901,0,109,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,401,0,0,0,118,0,118,0,0,0,0,0,0,0,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,100902,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,401,0,102,0,0,0,0,0,2,0,0,0,0,401,0,0,0
