wave_bgm_que_id,quest_detail_bg_id,area_map_boss_icon_position_y,detail_enemy_local_position_y_3,quest_id,quest_battle_bg_id,detail_enemy_size_3,detail_enemy_local_position_x_4,detail_enemy_local_position_y_2,detail_enemy_size_4,area_map_boss_icon_scale_y,detail_enemy_local_position_y_5,area_map_boss_icon_position_x,detail_enemy_size_2,quest_difficulty,detail_enemy_local_position_y_4,detail_enemy_size_5,area_map_boss_icon_scale_x,wave_bgm_sheet_id,detail_enemy_local_position_x_3,detail_enemy_local_position_x_5,detail_enemy_local_position_x_2,detail_enemy_size_1,detail_enemy_local_position_y_1,detail_enemy_local_position_x_1,quest_detail_bg_position
bgm_MC131,100198,0,0,81001001,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001002,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001003,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001004,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001005,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001006,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001007,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001008,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001009,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,60,0,81001010,100198,0.0,0,0,0.0,1.0,0,-20,0.0,3,0,0.0,1.0,bgm_MC131,0,0,0,0.9,-10,0,0
bgm_MC131,100198,0,0,81001011,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001012,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001013,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001014,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001015,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001016,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001017,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001018,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001019,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,50,0,81001020,100198,0.0,0,0,0.0,0.9,0,0,0.0,3,0,0.0,0.9,bgm_MC131,0,0,0,0.8,-20,0,0
bgm_MC131,100198,0,0,81001021,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001022,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001023,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001024,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001025,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001026,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
