event_id,quest_id,clear_reward_group,wave_bgm_que_id_1,icon_scale,drop_reward_type,daily_limit,wave_bgm_sheet_id_1,position_x,stamina_start,area_id,icon_id,drop_reward_odds,quest_seq,wave_bgm_que_id_3,drop_reward_num,wave_bgm_que_id_2,background_2,icon_offset_x,wave_bgm_sheet_id_3,quest_detail_bg_id,quest_detail_bg_position,wave_bgm_sheet_id_2,end_time,story_id_waveend_2,background_1,start_time,story_id_wavestart_3,position_y,story_id_wavestart_2,story_id_waveend_1,story_id_wavestart_1,stamina,story_id_waveend_3,rank_reward_group,drop_reward_id,icon_offset_y,love,team_exp,background_3,unit_exp,limit_time,quest_name
10001,10001101,610001101,bgm_M41,1.0,0,0,bgm_M41,-820,1,10001101,100020,0,1,bgm_M41,0,bgm_M41,100015,0.0,bgm_M41,100014,0,bgm_M41,"2019/05/26 14:59:59",0,100014,"2019/05/01 15:00:00",0,-50,0,0,0,8,0,610001121,0,0.0,8,8,100016,120,90,"타르굼 지방 1-1"
10001,10001102,610001102,bgm_M41,1.0,0,0,bgm_M41,-710,1,10001101,100020,0,2,bgm_M41,0,bgm_M41,100015,0.0,bgm_M41,100014,0,bgm_M41,"2019/05/26 14:59:59",0,100014,"2019/05/01 15:00:00",0,-140,0,0,0,8,0,610001121,0,0.0,8,8,100016,120,90,"타르굼 지방 1-2"
10001,10001103,610001103,bgm_M41,1.0,0,0,bgm_M41,-620,1,10001101,100030,0,3,bgm_M41,0,bgm_M41,100092,0.0,bgm_M41,100091,0,bgm_M41,"2019/05/26 14:59:59",0,100091,"2019/05/01 15:00:00",0,0,0,0,0,8,0,610001121,0,0.0,8,8,100093,120,90,"타르굼 지방 1-3"
10001,10001104,610001104,bgm_M41,1.0,0,0,bgm_M41,-500,1,10001101,100040,0,4,bgm_M41,0,bgm_M41,100042,0.0,bgm_M41,100041,0,bgm_M41,"2019/05/26 14:59:59",0,100041,"2019/05/01 15:00:00",0,-90,0,0,0,8,0,610001121,0,0.0,8,8,100043,120,90,"타르굼 지방 1-4"
10001,10001105,610001105,bgm_M41,1.0,0,0,bgm_M41,-425,1,10001101,100030,0,5,bgm_M41,0,bgm_M41,100092,0.0,bgm_M41,100091,0,bgm_M41,"2019/05/26 14:59:59",0,100091,"2019/05/01 15:00:00",0,45,0,0,0,8,0,610001121,0,0.0,8,8,100093,120,90,"타르굼 지방 1-5"
10001,10001106,610001106,bgm_M41,1.0,0,0,bgm_M41,-280,1,10001101,100010,0,6,bgm_M41,0,bgm_M41,100062,0.0,bgm_M41,100061,0,bgm_M41,"2019/05/26 14:59:59",0,100061,"2019/05/01 15:00:00",0,0,0,0,0,9,0,610001121,0,0.0,9,9,100063,135,90,"타르굼 지방 1-6"
10001,10001107,610001107,bgm_M41,1.0,0,0,bgm_M41,-220,1,10001101,100050,0,7,bgm_M41,0,bgm_M41,100022,0.0,bgm_M41,100021,0,bgm_M41,"2019/05/26 14:59:59",0,100021,"2019/05/01 15:00:00",0,-160,0,0,0,9,0,610001122,0,0.0,9,9,100023,135,90,"타르굼 지방 1-7"
10001,10001108,610001108,bgm_M41,1.0,0,0,bgm_M41,-100,1,10001101,100040,0,8,bgm_M41,0,bgm_M41,100042,0.0,bgm_M41,100041,0,bgm_M41,"2019/05/26 14:59:59",0,100041,"2019/05/01 15:00:00",0,-10,0,0,0,9,0,610001121,0,0.0,9,9,100043,135,90,"타르굼 지방 1-8"
10001,10001109,610001109,bgm_M41,1.0,0,0,bgm_M41,30,1,10001101,100020,0,9,bgm_M41,0,bgm_M41,100015,0.0,bgm_M41,100014,0,bgm_M41,"2019/05/26 14:59:59",0,100014,"2019/05/01 15:00:00",0,30,0,0,0,9,0,610001121,0,0.0,9,9,100016,135,90,"타르굼 지방 1-9"
10001,10001110,610001110,bgm_M41,1.0,0,0,bgm_M41,140,1,10001101,100030,0,10,bgm_M41,0,bgm_M41,100092,0.0,bgm_M41,100091,0,bgm_M41,"2019/05/26 14:59:59",0,100091,"2019/05/01 15:00:00",0,-80,0,0,0,9,0,610001121,0,0.0,9,9,100093,135,90,"타르굼 지방 1-10"
10001,10001111,610001111,bgm_M41,1.0,0,0,bgm_M41,260,1,10001101,100070,0,11,bgm_M41,0,bgm_M41,100102,0.0,bgm_M41,100101,0,bgm_M41,"2019/05/26 14:59:59",0,100101,"2019/05/01 15:00:00",0,-20,0,0,0,10,0,610001121,0,0.0,10,10,100103,150,90,"타르굼 지방 1-11"
10001,10001112,610001112,bgm_M41,1.0,0,0,bgm_M41,380,1,10001101,100010,0,12,bgm_M41,0,bgm_M41,100062,0.0,bgm_M41,100061,0,bgm_M41,"2019/05/26 14:59:59",0,100061,"2019/05/01 15:00:00",0,-130,0,0,0,10,0,610001121,0,0.0,10,10,100063,150,90,"타르굼 지방 1-12"
10001,10001113,610001113,bgm_M41,1.0,0,0,bgm_M41,470,1,10001101,100040,0,13,bgm_M41,0,bgm_M41,100042,0.0,bgm_M41,100041,0,bgm_M41,"2019/05/26 14:59:59",0,100041,"2019/05/01 15:00:00",0,20,0,0,0,10,0,610001121,0,0.0,10,10,100043,150,90,"타르굼 지방 1-13"
10001,10001114,610001114,bgm_M41,1.0,0,0,bgm_M41,570,1,10001101,100030,0,14,bgm_M41,0,bgm_M41,100092,0.0,bgm_M41,100091,0,bgm_M41,"2019/05/26 14:59:59",0,100091,"2019/05/01 15:00:00",0,-120,0,0,0,10,0,610001121,0,0.0,10,10,100093,150,90,"타르굼 지방 1-14"
10001,10001115,610001115,bgm_M41,1.0,0,0,bgm_M41,680,1,10001101,100030,0,15,bgm_M41,0,bgm_M41,100092,0.0,bgm_M41,100091,0,bgm_M41,"2019/05/26 14:59:59",0,100091,"2019/05/01 15:00:00",0,-10,0,0,0,10,0,610001123,0,0.0,10,10,100093,150,90,"타르굼 지방 1-15"
10001,10001201,610001116,bgm_M41,1.0,2,3,bgm_M41,-450,2,10001201,100020,28,16,bgm_M41,1,bgm_M41,100368,0.0,bgm_M41,100367,0,bgm_M41,"2019/05/26 14:59:59",0,100367,"2019/05/01 15:00:00",0,-40,0,0,0,16,0,610001121,31012,0.0,16,16,100369,240,90,"타르굼 지방 1-1"
10001,10001202,610001117,bgm_M41,1.0,2,3,bgm_M41,-250,2,10001201,100060,28,17,bgm_M41,1,bgm_M41,100772,0.0,bgm_M41,100771,0,bgm_M41,"2019/05/26 14:59:59",0,100771,"2019/05/01 15:00:00",0,-120,0,0,0,16,0,610001121,31038,0.0,16,16,100773,240,90,"타르굼 지방 1-2"
10001,10001203,610001118,bgm_M41,1.0,2,3,bgm_M41,-50,2,10001201,100090,29,18,bgm_M41,1,bgm_M41,100452,0.0,bgm_M41,100451,0,bgm_M41,"2019/05/26 14:59:59",0,100451,"2019/05/01 15:00:00",0,-20,0,0,0,18,0,610001121,31012,0.0,18,18,100453,270,90,"타르굼 지방 1-3"
10001,10001204,610001119,bgm_M41,1.0,2,3,bgm_M41,170,2,10001201,100070,29,19,bgm_M41,1,bgm_M41,100732,0.0,bgm_M41,100731,0,bgm_M41,"2019/05/26 14:59:59",0,100731,"2019/05/01 15:00:00",0,70,0,0,0,18,0,610001121,31038,0.0,18,18,100733,270,90,"타르굼 지방 1-4"
10001,10001205,610001120,bgm_M41,1.0,2,3,bgm_M41,330,2,10001201,100030,30,20,bgm_M41,1,bgm_M41,100382,0.0,bgm_M41,100381,0,bgm_M41,"2019/05/26 14:59:59",0,100381,"2019/05/01 15:00:00",0,-120,0,0,0,20,0,610001121,31012,0.0,20,20,100383,300,90,"타르굼 지방 1-5"
10002,10002101,610002101,bgm_M41,1.0,0,0,bgm_M41,-820,1,10002101,100010,0,1,bgm_M41,0,bgm_M41,100062,0.0,bgm_M41,100061,0,bgm_M41,"2019/06/23 14:59:59",0,100061,"2019/05/29 15:00:00",0,-120,0,0,0,8,0,610002121,0,0.0,8,8,100063,120,90,"마시나 지방 1-1"
10002,10002102,610002102,bgm_M41,1.0,0,0,bgm_M41,-710,1,10002101,100020,0,2,bgm_M41,0,bgm_M41,100015,0.0,bgm_M41,100014,0,bgm_M41,"2019/06/23 14:59:59",0,100014,"2019/05/29 15:00:00",0,20,0,0,0,8,0,610002121,0,0.0,8,8,100016,120,90,"마시나 지방 1-2"
10002,10002103,610002103,bgm_M41,1.0,0,0,bgm_M41,-580,1,10002101,100010,0,3,bgm_M41,0,bgm_M41,100062,0.0,bgm_M41,100061,0,bgm_M41,"2019/06/23 14:59:59",0,100061,"2019/05/29 15:00:00",0,-120,0,0,0,8,0,610002121,0,0.0,8,8,100063,120,90,"마시나 지방 1-3"
10002,10002104,610002104,bgm_M41,1.0,0,0,bgm_M41,-510,1,10002101,100020,0,4,bgm_M41,0,bgm_M41,100015,0.0,bgm_M41,100014,0,bgm_M41,"2019/06/23 14:59:59",0,100014,"2019/05/29 15:00:00",0,50,0,0,0,8,0,610002121,0,0.0,8,8,100016,120,90,"마시나 지방 1-4"
10002,10002105,610002105,bgm_M41,1.0,0,0,bgm_M41,-430,1,10002101,100040,0,5,bgm_M41,0,bgm_M41,100042,0.0,bgm_M41,100041,0,bgm_M41,"2019/06/23 14:59:59",0,100041,"2019/05/29 15:00:00",0,-60,0,0,0,8,0,610002121,0,0.0,8,8,100043,120,90,"마시나 지방 1-5"
10002,10002106,610002106,bgm_M41,1.0,0,0,bgm_M41,-340,1,10002101,100050,0,6,bgm_M41,0,bgm_M41,100022,0.0,bgm_M41,100021,0,bgm_M41,"2019/06/23 14:59:59",0,100021,"2019/05/29 15:00:00",0,-150,0,0,0,9,0,610002121,0,0.0,9,9,100023,135,90,"마시나 지방 1-6"
10002,10002107,610002107,bgm_M41,1.0,0,0,bgm_M41,-215,1,10002101,100110,0,7,bgm_M41,0,bgm_M41,100202,0.0,bgm_M41,100201,0,bgm_M41,"2019/06/23 14:59:59",0,100201,"2019/05/29 15:00:00",0,-80,0,0,0,9,0,610002122,0,0.0,9,9,100203,135,90,"마시나 지방 1-7"
10002,10002108,610002108,bgm_M41,1.0,0,0,bgm_M41,-75,1,10002101,100110,0,8,bgm_M41,0,bgm_M41,100202,0.0,bgm_M41,100201,0,bgm_M41,"2019/06/23 14:59:59",0,100201,"2019/05/29 15:00:00",0,-110,0,0,0,9,0,610002121,0,0.0,9,9,100203,135,90,"마시나 지방 1-8"
10002,10002109,610002109,bgm_M41,1.0,0,0,bgm_M41,45,1,10002101,100110,0,9,bgm_M41,0,bgm_M41,100202,0.0,bgm_M41,100201,0,bgm_M41,"2019/06/23 14:59:59",0,100201,"2019/05/29 15:00:00",0,-50,0,0,0,9,0,610002121,0,0.0,9,9,100203,135,90,"마시나 지방 1-9"
