reward_id_19,price_9,reward_id_6,price_15,price_type_5,price_type_4,currency_id_4,price_type_8,currency_id_20,reward_type_3,reward_type_18,price_1,reward_id_8,currency_id_1,currency_id_17,reward_count_14,price_type_1,reward_id_2,reward_id_15,reward_type_4,price_type_19,price_type_13,price_type_18,currency_id_9,price_type_7,reward_count_8,reward_id_18,reward_count_16,price_type_3,price_type_14,reward_type_15,currency_id_19,reward_id_1,reward_count_3,reward_count_15,price_11,currency_id_2,currency_id_15,reward_type_1,price_10,price_7,currency_id_3,currency_id_11,reward_type_6,reward_id_16,reward_type_17,reward_count_7,reward_count_9,price_3,price_type_9,price_type_12,reward_count_2,lineup_group_set_id,currency_id_12,reward_type_14,price_type_10,price_type_6,price_20,currency_id_7,reward_type_5,reward_id_7,reward_id_10,reward_type_11,price_16,reward_type_9,price_type_15,price_type_11,reward_count_13,reward_type_13,price_17,price_14,reward_count_17,reward_id_13,reward_type_20,reward_id_14,reward_type_10,currency_id_5,reward_id_9,reward_id_4,reward_count_11,price_12,reward_count_1,currency_id_13,currency_id_18,price_8,reward_id_5,reward_type_19,price_type_2,reward_count_20,price_type_20,reward_count_19,reward_count_4,currency_id_10,reward_type_2,price_6,reward_type_8,reward_id_11,reward_id_20,price_19,price_4,reward_count_10,price_13,price_type_17,reward_id_3,team_level_to,reward_count_5,currency_id_6,price_18,price_5,reward_id_12,reward_type_12,reward_type_7,price_type_16,reward_count_6,currency_id_8,currency_id_16,reward_id_17,reward_type_16,reward_count_18,currency_id_14,team_level_from,reward_count_12,price_2
0,0,22001,0,1,1,94000,1,0,2,0,3200,22002,94000,0,0,1,20001,0,2,0,0,0,0,1,10,0,0,1,0,0,0,20001,20,0,0,94000,0,2,0,36000,94000,0,2,0,0,10,0,16000,0,0,20,1201001,0,0,0,1,0,94000,2,22002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,20002,0,0,20,0,0,36000,22001,0,1,0,0,0,20,0,2,6000,2,0,0,0,16000,0,0,0,20002,47,10,94000,0,6000,0,0,2,0,10,94000,0,0,0,0,0,1,0,3200
0,0,22002,0,1,1,94000,1,0,2,0,16000,22003,94000,0,0,1,20002,0,2,0,0,0,0,1,5,0,0,1,0,0,0,20002,10,0,0,94000,0,2,0,60000,94000,0,2,0,0,5,0,40000,0,0,20,1201001,0,0,0,1,0,94000,2,22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,20003,0,0,20,0,0,60000,22002,0,1,0,0,0,10,0,2,36000,2,0,0,0,40000,0,0,0,20003,79,10,94000,0,36000,0,0,2,0,10,94000,0,0,0,0,0,48,0,16000
0,0,22002,0,1,1,94000,1,0,2,0,40000,22003,94000,0,0,1,20003,0,2,0,0,0,0,1,5,0,0,1,0,0,0,20003,5,0,0,94000,0,2,0,60000,94000,0,2,0,0,5,0,100000,0,0,10,1201001,0,0,0,1,0,94000,2,22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,20004,0,0,10,0,0,60000,22002,0,1,0,0,0,5,0,2,36000,2,0,0,0,100000,0,0,0,20004,99,10,94000,0,36000,0,0,2,0,10,94000,0,0,0,0,0,80,0,40000
0,0,22002,0,1,1,94000,1,0,2,0,100000,22003,94000,0,0,1,20004,0,2,0,0,0,0,1,10,0,0,1,0,0,0,20004,10,0,0,94000,0,2,0,120000,94000,0,2,0,0,10,0,200000,0,0,5,1201001,0,0,0,1,0,94000,2,22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,20004,0,0,5,0,0,120000,22002,0,1,0,0,0,10,0,2,72000,2,0,0,0,200000,0,0,0,20004,129,20,94000,0,72000,0,0,2,0,20,94000,0,0,0,0,0,100,0,100000
0,0,22002,0,1,1,94000,1,0,2,0,200000,22003,94000,0,0,1,20004,0,2,0,0,0,0,1,10,0,0,1,0,0,0,20004,20,0,0,94000,0,2,0,120000,94000,0,2,0,0,10,0,400000,0,0,10,1201001,0,0,0,1,0,94000,2,22003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,20004,0,0,10,0,0,120000,22002,0,1,0,0,0,20,0,2,72000,2,0,0,0,400000,0,0,0,20004,159,20,94000,0,72000,0,0,2,0,20,94000,0,0,0,0,0,130,0,200000
0,72000,20004,0,1,1,94000,1,0,2,0,200000,20004,94000,0,0,1,20004,0,2,0,0,0,94000,1,5,0,0,1,0,0,0,20004,20,0,120000,94000,0,2,72000,100000,94000,94000,2,0,0,5,20,400000,1,1,10,1201001,94000,0,1,1,0,94000,2,20004,22002,2,0,2,0,1,0,0,0,0,0,0,0,0,2,94000,22002,20004,10,120000,10,0,0,100000,20004,0,1,0,0,0,20,94000,2,100000,2,22003,0,0,400000,20,0,0,20004,189,5,94000,0,100000,22003,2,2,0,5,94000,0,0,0,0,0,160,10,200000
0,72000,20004,0,1,1,94000,1,0,2,0,200000,20004,94000,0,0,1,20004,0,2,0,0,0,94000,1,10,0,0,1,0,0,0,20004,20,0,120000,94000,0,2,72000,200000,94000,94000,2,0,0,10,20,400000,1,1,10,1201001,94000,0,1,1,0,94000,2,20004,22002,2,0,2,0,1,0,0,0,0,0,0,0,0,2,94000,22002,20004,10,120000,10,0,0,200000,20004,0,1,0,0,0,20,94000,2,200000,2,22003,0,0,400000,20,0,0,20004,219,10,94000,0,200000,22003,2,2,0,10,94000,0,0,0,0,0,190,10,200000
0,72000,20004,0,1,1,94000,1,0,2,0,200000,20004,94000,0,0,1,20004,0,2,0,0,0,94000,1,20,0,0,1,0,0,0,20004,20,0,120000,94000,0,2,72000,400000,94000,94000,2,0,0,20,20,400000,1,1,10,1201001,94000,0,1,1,0,94000,2,20004,22002,2,0,2,0,1,0,0,0,0,0,0,0,0,2,94000,22002,20004,10,120000,10,0,0,400000,20004,0,1,0,0,0,20,94000,2,200000,2,22003,0,0,400000,20,0,0,20004,-1,10,94000,0,200000,22003,2,2,0,10,94000,0,0,0,0,0,220,10,200000
0,0,31053,0,3,3,90003,0,0,2,0,800,0,90003,0,0,3,31023,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31013,5,0,0,90003,0,2,0,800,90003,0,2,0,0,5,0,800,0,0,5,1202001,0,0,0,3,0,90003,2,31011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90003,0,31004,0,0,5,0,0,0,31046,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31001,29,5,90003,0,800,0,0,2,0,5,0,0,0,0,0,0,1,0,800
0,0,31053,0,3,3,90003,0,0,2,0,800,0,90003,0,0,3,31023,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31013,5,0,0,90003,0,2,0,800,90003,0,2,0,0,5,0,800,0,0,5,1202001,0,0,0,3,0,90003,2,31011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90003,0,31004,0,0,5,0,0,0,31046,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31001,59,5,90003,0,800,0,0,2,0,5,0,0,0,0,0,0,30,0,800
