wave_group_id_1,quest_id,quest_name,bg_skip_id,area_id
101020403,10001101,"이벤트 01 노멀 1-1",100011,10001101
101010103,10001102,"이벤트 01 노멀 1-2",100011,10001101
101010203,10001103,"이벤트 01 노멀 1-3",100091,10001101
101010501,10001104,"이벤트 01 노멀 1-4",100041,10001101
101010603,10001105,"이벤트 01 노멀 1-5",100091,10001101
101050802,10001106,"이벤트 01 노멀 1-6",100061,10001101
101051003,10001107,"이벤트 01 노멀 1-7",100021,10001101
102040107,10001108,"이벤트 01 노멀 1-8",100041,10001101
101010102,10001109,"이벤트 01 노멀 1-9",100011,10001101
101020305,10001110,"이벤트 01 노멀 1-10",100091,10001101
101010104,10001111,"이벤트 01 노멀 1-11",100101,10001101
101040807,10001112,"이벤트 01 노멀 1-12",100061,10001101
101080205,10001113,"이벤트 01 노멀 1-13",100041,10001101
101020103,10001114,"이벤트 01 노멀 1-14",100091,10001101
101041102,10001115,"이벤트 01 노멀 1-15",100091,10001101
101050306,10001201,"이벤트 01 하드 1-1",100361,10001201
101070504,10001202,"이벤트 01 하드 1-2",100771,10001201
101070902,10001203,"이벤트 01 하드 1-3",100451,10001201
101071207,10001204,"이벤트 01 하드 1-4",100731,10001201
101080107,10001205,"이벤트 01 하드 1-5",100381,10001201
101020403,10002101,"리틀 리리컬 어드벤쳐 노멀 1-1",100061,10002101
101010103,10002102,"리틀 리리컬 어드벤쳐 노멀 1-2",100011,10002101
101010203,10002103,"리틀 리리컬 어드벤쳐 노멀 1-3",100061,10002101
101010501,10002104,"리틀 리리컬 어드벤쳐 노멀 1-4",100011,10002101
101010603,10002105,"리틀 리리컬 어드벤쳐 노멀 1-5",100041,10002101
101050802,10002106,"리틀 리리컬 어드벤쳐 노멀 1-6",100021,10002101
101051003,10002107,"리틀 리리컬 어드벤쳐 노멀 1-7",100201,10002101
102040107,10002108,"리틀 리리컬 어드벤쳐 노멀 1-8",100201,10002101
101010102,10002109,"리틀 리리컬 어드벤쳐 노멀 1-9",100201,10002101
101020305,10002110,"리틀 리리컬 어드벤쳐 노멀 1-10",100061,10002101
101010104,10002111,"리틀 리리컬 어드벤쳐 노멀 1-11",100171,10002101
101040807,10002112,"리틀 리리컬 어드벤쳐 노멀 1-12",100151,10002101
101080205,10002113,"리틀 리리컬 어드벤쳐 노멀 1-13",101141,10002101
101020103,10002114,"리틀 리리컬 어드벤쳐 노멀 1-14",101141,10002101
101041102,10002115,"리틀 리리컬 어드벤쳐 노멀 1-15",101141,10002101
101050306,10002201,"리틀 리리컬 어드벤쳐 하드 1-1",100471,10002201
101070504,10002202,"리틀 리리컬 어드벤쳐 하드 1-2",100571,10002201
101070902,10002203,"리틀 리리컬 어드벤쳐 하드 1-3",100791,10002201
101071207,10002204,"리틀 리리컬 어드벤쳐 하드 1-4",101151,10002201
101080107,10002205,"리틀 리리컬 어드벤쳐 하드 1-5",101151,10002201
101020403,10003101,"이벤트 01 노멀 1-1",100061,10003101
101010103,10003102,"이벤트 01 노멀 1-2",100021,10003101
101010203,10003103,"이벤트 01 노멀 1-3",100061,10003101
101010501,10003104,"이벤트 01 노멀 1-4",100121,10003101
101010603,10003105,"이벤트 01 노멀 1-5",100081,10003101
101050802,10003106,"이벤트 01 노멀 1-6",100071,10003101
101051003,10003107,"이벤트 01 노멀 1-7",100111,10003101
102040107,10003108,"이벤트 01 노멀 1-8",100071,10003101
101010102,10003109,"이벤트 01 노멀 1-9",100051,10003101
101020305,10003110,"이벤트 01 노멀 1-10",100051,10003101
101010104,10003111,"이벤트 01 노멀 1-11",100031,10003101
101040807,10003112,"이벤트 01 노멀 1-12",100151,10003101
101080205,10003113,"이벤트 01 노멀 1-13",100011,10003101
101020103,10003114,"이벤트 01 노멀 1-14",100011,10003101
101041102,10003115,"이벤트 01 노멀 1-15",100011,10003101
101050306,10003201,"이벤트 01 하드 1-1",100791,10003201
101070504,10003202,"이벤트 01 하드 1-2",100771,10003201
101070902,10003203,"이벤트 01 하드 1-3",100751,10003201
101071207,10003204,"이벤트 01 하드 1-4",100361,10003201
101080107,10003205,"이벤트 01 하드 1-5",100361,10003201
101020403,10004101,"이벤트 01 노멀 1-1",100201,10004101
101010103,10004102,"이벤트 01 노멀 1-2",100201,10004101
101010203,10004103,"이벤트 01 노멀 1-3",100201,10004101
101010501,10004104,"이벤트 01 노멀 1-4",100201,10004101
101010603,10004105,"이벤트 01 노멀 1-5",100201,10004101
101050802,10004106,"이벤트 01 노멀 1-6",100051,10004101
101051003,10004107,"이벤트 01 노멀 1-7",100051,10004101
102040107,10004108,"이벤트 01 노멀 1-8",100051,10004101
101010102,10004109,"이벤트 01 노멀 1-9",100581,10004101
101020305,10004110,"이벤트 01 노멀 1-10",100581,10004101
101010104,10004111,"이벤트 01 노멀 1-11",100011,10004101
101040807,10004112,"이벤트 01 노멀 1-12",100031,10004101
101080205,10004113,"이벤트 01 노멀 1-13",100201,10004101
101020103,10004114,"이벤트 01 노멀 1-14",100031,10004101
101041102,10004115,"이벤트 01 노멀 1-15",100201,10004101
101050306,10004201,"이벤트 01 하드 1-1",100931,10004201
101070504,10004202,"이벤트 01 하드 1-2",100471,10004201
101070902,10004203,"이벤트 01 하드 1-3",100361,10004201
101071207,10004204,"이벤트 01 하드 1-4",100471,10004201
101080107,10004205,"이벤트 01 하드 1-5",100891,10004201
101020403,10005101,"이벤트 01 노멀 1-1",100201,10005101
101010103,10005102,"이벤트 01 노멀 1-2",100091,10005101
101010203,10005103,"이벤트 01 노멀 1-3",100091,10005101
101010501,10005104,"이벤트 01 노멀 1-4",100201,10005101
101010603,10005105,"이벤트 01 노멀 1-5",100011,10005101
101050802,10005106,"이벤트 01 노멀 1-6",100021,10005101
101051003,10005107,"이벤트 01 노멀 1-7",100031,10005101
102040107,10005108,"이벤트 01 노멀 1-8",100021,10005101
101010102,10005109,"이벤트 01 노멀 1-9",100031,10005101
101020305,10005110,"이벤트 01 노멀 1-10",100021,10005101
101010104,10005111,"이벤트 01 노멀 1-11",100031,10005101
101040807,10005112,"이벤트 01 노멀 1-12",100051,10005101
101080205,10005113,"이벤트 01 노멀 1-13",100051,10005101
101020103,10005114,"이벤트 01 노멀 1-14",100171,10005101
101041102,10005115,"이벤트 01 노멀 1-15",100171,10005101
101050306,10005201,"이벤트 01 하드 1-1",100891,10005201
101070504,10005202,"이벤트 01 하드 1-2",100891,10005201
101070902,10005203,"이벤트 01 하드 1-3",100691,10005201
101071207,10005204,"이벤트 01 하드 1-4",100931,10005201
101080107,10005205,"이벤트 01 하드 1-5",100571,10005201
101020403,10006101,"이벤트 01 노멀 1-1",101241,10006101
101010103,10006102,"이벤트 01 노멀 1-2",101241,10006101
101010203,10006103,"이벤트 01 노멀 1-3",101241,10006101
101010501,10006104,"이벤트 01 노멀 1-4",101241,10006101
101010603,10006105,"이벤트 01 노멀 1-5",101241,10006101
101050802,10006106,"이벤트 01 노멀 1-6",101241,10006101
101051003,10006107,"이벤트 01 노멀 1-7",101241,10006101
102040107,10006108,"이벤트 01 노멀 1-8",101241,10006101
101010102,10006109,"이벤트 01 노멀 1-9",101241,10006101
101020305,10006110,"이벤트 01 노멀 1-10",101241,10006101
101010104,10006111,"이벤트 01 노멀 1-11",101241,10006101
101040807,10006112,"이벤트 01 노멀 1-12",101241,10006101
101080205,10006113,"이벤트 01 노멀 1-13",101241,10006101
101020103,10006114,"이벤트 01 노멀 1-14",101241,10006101
101041102,10006115,"이벤트 01 노멀 1-15",101241,10006101
101050306,10006201,"이벤트 01 하드 1-1",101251,10006201
101070504,10006202,"이벤트 01 하드 1-2",101251,10006201
101070902,10006203,"이벤트 01 하드 1-3",101251,10006201
101071207,10006204,"이벤트 01 하드 1-4",101251,10006201
101080107,10006205,"이벤트 01 하드 1-5",101251,10006201
101020403,10007101,"이벤트 01 노멀 1-1",101271,10007101
101010103,10007102,"이벤트 01 노멀 1-2",101271,10007101
101010203,10007103,"이벤트 01 노멀 1-3",101271,10007101
101010501,10007104,"이벤트 01 노멀 1-4",101271,10007101
101010603,10007105,"이벤트 01 노멀 1-5",101271,10007101
101050802,10007106,"이벤트 01 노멀 1-6",101271,10007101
101051003,10007107,"이벤트 01 노멀 1-7",101261,10007101
102040107,10007108,"이벤트 01 노멀 1-8",101261,10007101
101010102,10007109,"이벤트 01 노멀 1-9",101261,10007101
101020305,10007110,"이벤트 01 노멀 1-10",101261,10007101
101010104,10007111,"이벤트 01 노멀 1-11",101261,10007101
101040807,10007112,"이벤트 01 노멀 1-12",101261,10007101
101080205,10007113,"이벤트 01 노멀 1-13",101271,10007101
101020103,10007114,"이벤트 01 노멀 1-14",101271,10007101
101041102,10007115,"이벤트 01 노멀 1-15",101271,10007101
101050306,10007201,"이벤트 01 하드 1-1",101281,10007201
101070504,10007202,"이벤트 01 하드 1-2",101281,10007201
101070902,10007203,"이벤트 01 하드 1-3",101281,10007201
101071207,10007204,"이벤트 01 하드 1-4",101281,10007201
101080107,10007205,"이벤트 01 하드 1-5",101281,10007201
101020403,10008101,"이벤트 01 노멀 1-1",100071,10008101
101010103,10008102,"이벤트 01 노멀 1-2",100011,10008101
101010203,10008103,"이벤트 01 노멀 1-3",100241,10008101
101010501,10008104,"이벤트 01 노멀 1-4",100051,10008101
101010603,10008105,"이벤트 01 노멀 1-5",101241,10008101
101050802,10008106,"이벤트 01 노멀 1-6",100071,10008101
101051003,10008107,"이벤트 01 노멀 1-7",100121,10008101
102040107,10008108,"이벤트 01 노멀 1-8",100121,10008101
101010102,10008109,"이벤트 01 노멀 1-9",100151,10008101
101020305,10008110,"이벤트 01 노멀 1-10",100051,10008101
101010104,10008111,"이벤트 01 노멀 1-11",100051,10008101
101040807,10008112,"이벤트 01 노멀 1-12",100171,10008101
101080205,10008113,"이벤트 01 노멀 1-13",100011,10008101
101020103,10008114,"이벤트 01 노멀 1-14",100011,10008101
101041102,10008115,"이벤트 01 노멀 1-15",100041,10008101
101050306,10008201,"이벤트 01 하드 1-1",100911,10008201
101070504,10008202,"이벤트 01 하드 1-2",100751,10008201
101070902,10008203,"이벤트 01 하드 1-3",100931,10008201
101071207,10008204,"이벤트 01 하드 1-4",100791,10008201
101080107,10008205,"이벤트 01 하드 1-5",100931,10008201
101020403,10009101,"이벤트 01 노멀 1-1",101241,10009101
101010103,10009102,"이벤트 01 노멀 1-2",101241,10009101
101010203,10009103,"이벤트 01 노멀 1-3",101241,10009101
101010501,10009104,"이벤트 01 노멀 1-4",101241,10009101
101010603,10009105,"이벤트 01 노멀 1-5",101241,10009101
101050802,10009106,"이벤트 01 노멀 1-6",101241,10009101
101051003,10009107,"이벤트 01 노멀 1-7",101241,10009101
102040107,10009108,"이벤트 01 노멀 1-8",101241,10009101
101010102,10009109,"이벤트 01 노멀 1-9",101241,10009101
101020305,10009110,"이벤트 01 노멀 1-10",101241,10009101
101010104,10009111,"이벤트 01 노멀 1-11",101241,10009101
101040807,10009112,"이벤트 01 노멀 1-12",101241,10009101
101080205,10009113,"이벤트 01 노멀 1-13",101241,10009101
101020103,10009114,"이벤트 01 노멀 1-14",101241,10009101
101041102,10009115,"이벤트 01 노멀 1-15",101241,10009101
101050306,10009201,"이벤트 01 하드 1-1",101251,10009201
101070504,10009202,"이벤트 01 하드 1-2",101251,10009201
101070902,10009203,"이벤트 01 하드 1-3",101251,10009201
101071207,10009204,"이벤트 01 하드 1-4",101251,10009201
101080107,10009205,"이벤트 01 하드 1-5",101251,10009201
101020403,10010101,"이벤트 01 노멀 1-1",101471,10010101
101010103,10010102,"이벤트 01 노멀 1-2",101471,10010101
101010203,10010103,"이벤트 01 노멀 1-3",101471,10010101
101010501,10010104,"이벤트 01 노멀 1-4",101471,10010101
101010603,10010105,"이벤트 01 노멀 1-5",101471,10010101
101050802,10010106,"이벤트 01 노멀 1-6",101471,10010101
101051003,10010107,"이벤트 01 노멀 1-7",101471,10010101
102040107,10010108,"이벤트 01 노멀 1-8",101471,10010101
