treasure_type_6,reward_id_3,reward_num_5,treasure_type_9,treasure_type_8,reward_type_6,treasure_type_7,reward_num_9,reward_num_2,reward_num_8,reward_type_2,reward_num_1,treasure_type_3,treasure_type_4,reward_type_1,treasure_type_10,reward_num_7,reward_id_9,reward_type_10,reward_type_9,reward_id_4,reward_id_7,treasure_type_5,reward_num_10,reward_id_1,reward_type_7,reward_id_8,reward_type_4,reward_type_5,reward_id_5,reward_type_8,reward_id_10,reward_id_2,reward_id_6,reward_num_6,reward_type_3,treasure_type_2,treasure_type_1,reward_num_3,fix_reward_group_id,reward_num_4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113011,0,0,12,1,1,12000,2100101,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123042,0,0,12,1,1,12100,2100102,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113071,0,0,12,1,1,12200,2100103,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123072,0,0,12,1,1,12300,2100104,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113012,0,0,12,1,1,12400,2100105,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113013,0,0,12,1,1,12500,2100106,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123041,0,0,12,1,1,12600,2100107,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123161,0,0,12,1,1,12700,2100108,3
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113162,0,0,12,1,1,12800,2100109,3
1,113191,3,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,1,4,1,6,5,2100110,12900
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123192,0,0,12,1,1,13000,2100111,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123193,0,0,12,1,1,13100,2100112,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113221,0,0,12,1,1,13200,2100113,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113222,0,0,12,1,1,13300,2100114,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123251,0,0,12,1,1,13400,2100115,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113252,0,0,12,1,1,13500,2100116,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123281,0,0,12,1,1,13600,2100117,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123282,0,0,12,1,1,13700,2100118,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113283,0,0,12,1,1,13800,2100119,4
1,123311,4,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,1,4,1,6,5,2100120,13900
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123341,0,0,12,1,1,14000,2100121,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113342,0,0,12,1,1,14100,2100122,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123343,0,0,12,1,1,14200,2100123,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123371,0,0,12,1,1,14300,2100124,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113372,0,0,12,1,1,14400,2100125,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113401,0,0,12,1,1,14500,2100126,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113431,0,0,12,1,1,14600,2100127,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123432,0,0,12,1,1,14700,2100128,4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123461,0,0,12,1,1,14800,2100129,4
1,31032,4,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,1,2,1,6,2,2100130,14900
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123491,0,0,12,1,1,15000,2100131,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113521,0,0,12,1,1,15100,2100132,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113522,0,0,12,1,1,15200,2100133,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113551,0,0,12,1,1,15300,2100134,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113552,0,0,12,1,1,15400,2100135,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113553,0,0,12,1,1,15500,2100136,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113581,0,0,12,1,1,15600,2100137,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123582,0,0,12,1,1,15700,2100138,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113611,0,0,12,1,1,15800,2100139,5
1,31023,5,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,1,2,1,6,2,2100140,15900
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123583,0,0,12,1,1,16000,2100141,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,123612,0,0,12,1,1,16100,2100142,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,113614,0,0,12,1,1,16200,2100143,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114222,0,0,12,1,1,16300,2100144,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124251,0,0,12,1,1,16400,2100145,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114252,0,0,12,1,1,16500,2100146,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114281,0,0,12,1,1,16600,2100147,5
