thumbnail_id,end_time,condition_free_flag,story_type,gojuon_order,start_time,disp_order,story_group_id,value,title,order
0,"2030/12/17 14:59:59",0,1,284,"2015/04/01 15:00:00",284,1001,1001,"히요리",0
0,"2030/12/17 14:59:59",0,1,175,"2015/04/01 15:00:00",175,1002,1002,"유이",0
0,"2030/12/17 14:59:59",0,1,29,"2015/04/01 15:00:00",29,1003,1003,"레이",0
0,"2030/12/17 14:59:59",0,1,86,"2015/04/01 15:00:00",86,1004,1004,"미소기",0
0,"2030/12/17 14:59:59",0,1,54,"2018/09/18 15:00:00",54,1005,1005,"마츠리",0
0,"2030/12/17 14:59:59",0,1,148,"2015/04/01 15:00:00",148,1006,1006,"아카리",0
0,"2030/12/17 14:59:59",0,1,92,"2015/04/01 15:00:00",92,1007,1007,"미야코",0
0,"2030/12/17 14:59:59",0,1,185,"2015/04/01 15:00:00",185,1008,1008,"유키",0
0,"2030/12/17 14:59:59",0,1,155,"2015/04/01 15:00:00",155,1009,1009,"안나",0
0,"2030/12/17 14:59:59",0,1,61,"2015/04/01 15:00:00",61,1010,1010,"마호",0
0,"2030/12/17 14:59:59",0,1,42,"2015/04/01 15:00:00",42,1011,1011,"리노",0
0,"2030/12/17 14:59:59",0,1,276,"2015/04/01 15:00:00",276,1012,1012,"하츠네",0
0,"2030/12/17 14:59:59",0,1,3,"2018/11/19 15:00:00",3,1013,1013,"나나카",0
0,"2030/12/17 14:59:59",0,1,216,"2019/02/28 12:00:00",216,1014,1014,"카스미",0
0,"2030/12/17 14:59:59",0,1,83,"2015/04/01 15:00:00",83,1015,1015,"미사토",0
0,"2030/12/17 14:59:59",0,1,113,"2015/04/01 15:00:00",113,1016,1016,"스즈나",0
0,"2030/12/17 14:59:59",0,1,223,"2015/04/01 15:00:00",223,1017,1017,"카오리",0
0,"2030/12/17 14:59:59",0,1,196,"2015/04/01 15:00:00",196,1018,1018,"이오",0
0,"2030/12/17 14:59:59",0,1,77,"2015/04/01 15:00:00",77,1020,1020,"미미",0
0,"2030/12/17 14:59:59",0,1,244,"2015/04/01 15:00:00",244,1021,1021,"쿠루미",0
0,"2030/12/17 14:59:59",0,1,168,"2015/04/01 15:00:00",168,1022,1022,"요리",0
0,"2030/12/17 14:59:59",0,1,138,"2015/04/01 15:00:00",138,1023,1023,"아야네",0
0,"2030/12/17 14:59:59",0,1,117,"2015/04/01 15:00:00",117,1025,1025,"스즈메",0
0,"2030/12/17 14:59:59",0,1,49,"2015/04/01 15:00:00",49,1026,1026,"린",0
0,"2030/12/17 14:59:59",0,1,162,"2015/04/01 15:00:00",162,1027,1027,"에리코",0
0,"2030/12/17 14:59:59",0,1,105,"2015/04/01 15:00:00",105,1028,1028,"사렌",0
0,"2030/12/17 14:59:59",0,1,13,"2015/04/01 15:00:00",13,1029,1029,"노조미",0
0,"2030/12/17 14:59:59",0,1,18,"2015/04/01 15:00:00",18,1030,1030,"니논",0
0,"2030/12/17 14:59:59",0,1,121,"2015/04/01 15:00:00",121,1031,1031,"시노부",0
0,"2030/12/17 14:59:59",0,1,151,"2015/04/01 15:00:00",151,1032,1032,"아키노",0
0,"2030/12/17 14:59:59",0,1,66,"2015/04/01 15:00:00",66,1033,1033,"마히루",0
0,"2030/12/17 14:59:59",0,1,181,"2015/04/01 15:00:00",181,1034,1034,"유카리",0
0,"2030/12/17 14:59:59",0,1,239,"2015/04/01 15:00:00",239,1036,1036,"쿄우카",0
0,"2030/12/17 14:59:59",0,1,266,"2015/04/01 15:00:00",266,1037,1037,"토모",0
0,"2030/12/17 14:59:59",0,1,125,"2015/04/01 15:00:00",125,1038,1038,"시오리",0
0,"2030/12/17 14:59:59",0,1,141,"2015/04/01 15:00:00",141,1040,1040,"아오이",0
0,"2030/12/17 14:59:59",0,1,211,"2015/04/01 15:00:00",211,1042,1042,"치카",0
0,"2030/12/17 14:59:59",0,1,57,"2015/04/01 15:00:00",57,1043,1043,"마코토",0
0,"2030/12/17 14:59:59",0,1,192,"2015/04/01 15:00:00",192,1044,1044,"이리야",0
0,"2030/12/17 14:59:59",0,1,247,"2015/04/01 15:00:00",247,1045,1045,"쿠우카",0
0,"2030/12/17 14:59:59",0,1,262,"2015/04/01 15:00:00",262,1046,1046,"타마키",0
0,"2030/12/17 14:59:59",0,1,200,"2015/04/01 15:00:00",200,1047,1047,"쥰",0
0,"2030/12/17 14:59:59",0,1,99,"2015/04/01 15:00:00",99,1048,1048,"미후유",0
0,"2030/12/17 14:59:59",0,1,128,"2015/04/01 15:00:00",128,1049,1049,"시즈루",0
0,"2030/12/17 14:59:59",0,1,80,"2015/04/01 15:00:00",80,1050,1050,"미사키",0
0,"2030/12/17 14:59:59",0,1,96,"2015/04/01 15:00:00",96,1051,1051,"미츠키",0
0,"2030/12/17 14:59:59",0,1,47,"2015/04/01 15:00:00",47,1052,1052,"리마",0
0,"2030/12/17 14:59:59",0,1,70,"2015/04/01 15:00:00",70,1053,1053,"모니카",0
0,"2030/12/17 14:59:59",0,1,205,"2015/04/01 15:00:00",205,1054,1054,"츠무기",0
0,"2030/12/17 14:59:59",0,1,145,"2019/03/19 15:00:00",145,1055,1055,"아유미",0
0,"2030/12/17 14:59:59",0,1,38,"2018/11/03 19:00:00",38,1056,1056,"루카",0
0,"2030/12/17 14:59:59",0,1,203,"2015/04/01 15:00:00",203,1057,1057,"지타",0
0,"2030/12/17 14:59:59",0,1,269,"2015/04/01 15:00:00",269,1058,1058,"페코린느",0
0,"2030/12/17 14:59:59",0,1,233,"2015/04/01 15:00:00",233,1059,1059,"콧코로",0
0,"2030/12/17 14:59:59",0,1,227,"2015/04/01 15:00:00",227,1060,1060,"캬루",0
0,"2030/12/17 14:59:59",0,1,74,"2015/04/01 15:00:00",74,1061,1061,"무이미",0
0,"2030/12/17 14:59:59",0,1,134,"2015/04/01 15:00:00",134,1063,1063,"아리사",0
0,"2030/12/17 14:59:59",0,1,110,"2022/03/15 15:00:00",110,1064,1064,"셰피",0
0,"2030/12/17 14:59:59",0,1,220,"2020/12/15 15:00:00",220,1065,1065,"카야",0
0,"2030/12/17 14:59:59",0,1,188,"2021/07/19 15:00:00",188,1066,1066,"이노리",0
0,"2030/12/17 14:59:59",0,1,280,"2022/12/01 15:00:00",280,1067,1067,"호마레",0
0,"2030/12/17 14:59:59",0,1,21,"2021/10/02 15:00:00",21,1068,1068,"라비리스타",0
0,"2030/12/17 14:59:59",0,1,226,"2023/12/15 15:00:00",226,1069,1069,"카이저 인사이트",0
0,"2030/12/17 14:59:59",0,1,6,"2015/04/01 15:00:00",6,1070,1070,"네네카",0
0,"2030/12/17 14:59:59",0,1,253,"2015/04/01 15:00:00",253,1071,1071,"크리스티나",0
0,"2030/12/17 14:59:59",0,1,271,"2019/07/13 12:00:00",271,1075,1075,"페코린느(여름)",0
0,"2030/12/17 14:59:59",0,1,236,"2015/04/01 15:00:00",236,1076,1076,"콧코로(여름)",0
0,"2030/12/17 14:59:59",0,1,120,"2019/08/10 12:00:00",120,1077,1077,"스즈메(여름)",0
0,"2030/12/17 14:59:59",0,1,229,"2019/07/13 12:00:00",229,1078,1078,"캬루(여름)",0
0,"2030/12/17 14:59:59",0,1,263,"2019/08/10 12:00:00",263,1079,1079,"타마키(여름)",0
0,"2030/12/17 14:59:59",0,1,100,"2015/04/01 15:00:00",100,1080,1080,"미후유(여름)",0
0,"2030/12/17 14:59:59",0,1,123,"2020/11/11 15:00:00",123,1081,1081,"시노부(할로윈)",0
0,"2030/12/17 14:59:59",0,1,94,"2020/11/16 15:00:00",94,1082,1082,"미야코(할로윈)",0
0,"2030/12/17 14:59:59",0,1,82,"2020/11/11 15:00:00",82,1083,1083,"미사키(할로윈)",0
0,"2030/12/17 14:59:59",0,1,213,"2019/12/11 12:00:00",213,1084,1084,"치카(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,246,"2015/04/01 15:00:00",246,1085,1085,"쿠루미(크리스마스)",0
