odds_4,reward_num_5,odds_3,reward_type_3,reward_type_4,reward_type_2,reward_num_2,reward_id_3,odds_5,reward_type_1,reward_id_1,odds_2,reward_num_1,drop_count,reward_type_5,reward_num_3,reward_num_4,reward_id_4,reward_id_5,reward_id_2,odds_1,drop_reward_id
0,0,0,0,0,0,0,0,0,4,101011,46,1,1,0,0,0,0,0,0,54,11001011
0,0,0,0,0,0,0,0,0,4,101281,46,1,1,0,0,0,0,0,0,54,11001012
0,0,0,0,0,0,0,0,0,4,101581,46,1,1,0,0,0,0,0,0,54,11001013
0,0,0,0,0,0,0,0,0,4,101251,46,1,1,0,0,0,0,0,0,54,11001021
0,0,0,0,0,0,0,0,0,4,101521,46,1,1,0,0,0,0,0,0,54,11001022
0,0,0,0,0,0,0,0,0,4,101551,46,1,1,0,0,0,0,0,0,54,11001023
0,0,0,0,0,0,0,0,0,4,101161,46,1,1,0,0,0,0,0,0,54,11001031
0,0,0,0,0,0,0,0,0,4,101431,46,1,1,0,0,0,0,0,0,54,11001032
0,0,0,0,0,0,0,0,0,4,101611,46,1,1,0,0,0,0,0,0,54,11001033
0,0,0,0,0,0,0,0,0,4,101101,46,1,1,0,0,0,0,0,0,54,11001041
0,0,0,0,0,0,0,0,0,4,101371,46,1,1,0,0,0,0,0,0,54,11001042
0,0,0,0,0,0,0,0,0,4,101551,46,1,1,0,0,0,0,0,0,54,11001043
0,0,0,0,0,0,0,0,0,4,101161,46,1,1,0,0,0,0,0,0,54,11001051
0,0,0,0,0,0,0,0,0,4,101521,46,1,1,0,0,0,0,0,0,54,11001052
0,0,0,0,0,0,0,0,0,4,101011,46,1,1,0,0,0,0,0,0,54,11001053
0,0,0,0,0,0,0,0,0,4,101071,46,1,1,0,0,0,0,0,0,54,11001061
0,0,0,0,0,0,0,0,0,4,101431,46,1,1,0,0,0,0,0,0,54,11001062
0,0,0,0,0,0,0,0,0,4,101401,46,1,1,0,0,0,0,0,0,54,11001063
0,0,0,0,0,0,0,0,0,4,101191,46,1,1,0,0,0,0,0,0,54,11001071
0,0,0,0,0,0,0,0,0,4,101251,46,1,1,0,0,0,0,0,0,54,11001072
0,0,0,0,0,0,0,0,0,4,101611,46,1,1,0,0,0,0,0,0,54,11001073
0,0,0,0,0,0,0,0,0,4,101101,46,1,1,0,0,0,0,0,0,54,11001081
0,0,0,0,0,0,0,0,0,4,101281,46,1,1,0,0,0,0,0,0,54,11001082
0,0,0,0,0,0,0,0,0,4,122311,46,1,1,0,0,0,0,0,0,54,11001083
0,0,0,0,0,0,0,0,0,4,101131,46,1,1,0,0,0,0,0,0,54,11001091
0,0,0,0,0,0,0,0,0,4,101551,46,1,1,0,0,0,0,0,0,54,11001092
0,0,0,0,0,0,0,0,0,4,122371,46,1,1,0,0,0,0,0,0,54,11001093
0,0,0,0,0,0,0,0,0,4,101011,46,1,1,0,0,0,0,0,0,54,11001101
0,0,0,0,0,0,0,0,0,4,101401,46,1,1,0,0,0,0,0,0,54,11001102
0,0,0,0,0,0,0,0,0,4,102611,46,1,1,0,0,0,0,0,0,54,11001103
0,0,0,0,0,0,0,0,0,4,102011,46,1,1,0,0,0,0,0,0,54,11002011
0,0,0,0,0,0,0,0,0,4,101191,46,1,1,0,0,0,0,0,0,54,11002012
0,0,0,0,0,0,0,0,0,4,101011,64,1,1,0,0,0,0,0,0,36,11002013
0,0,0,0,0,0,0,0,0,4,102251,46,1,1,0,0,0,0,0,0,54,11002021
0,0,0,0,0,0,0,0,0,4,101251,46,1,1,0,0,0,0,0,0,54,11002022
0,0,0,0,0,0,0,0,0,4,101371,64,1,1,0,0,0,0,0,0,36,11002023
0,0,0,0,0,0,0,0,0,4,102162,46,1,1,0,0,0,0,0,0,54,11002031
0,0,0,0,0,0,0,0,0,4,101401,46,1,1,0,0,0,0,0,0,54,11002032
0,0,0,0,0,0,0,0,0,4,101551,64,1,1,0,0,0,0,0,0,36,11002033
0,0,0,0,0,0,0,0,0,4,102221,46,1,1,0,0,0,0,0,0,54,11002041
0,0,0,0,0,0,0,0,0,4,101521,46,1,1,0,0,0,0,0,0,54,11002042
0,0,0,0,0,0,0,0,0,4,101581,64,1,1,0,0,0,0,0,0,36,11002043
0,0,0,0,0,0,0,0,0,4,102191,46,1,1,0,0,0,0,0,0,54,11002051
0,0,0,0,0,0,0,0,0,4,101281,46,1,1,0,0,0,0,0,0,54,11002052
0,0,0,0,0,0,0,0,0,4,101611,64,1,1,0,0,0,0,0,0,36,11002053
0,0,0,0,0,0,0,0,0,4,102071,46,1,1,0,0,0,0,0,0,54,11002061
0,0,0,0,0,0,0,0,0,4,101251,46,1,1,0,0,0,0,0,0,54,11002062
0,0,0,0,0,0,0,0,0,4,101581,64,1,1,0,0,0,0,0,0,36,11002063
0,0,0,0,0,0,0,0,0,4,122311,46,1,1,0,0,0,0,0,0,54,11002071
0,0,0,0,0,0,0,0,0,4,101071,46,1,1,0,0,0,0,0,0,54,11002072
0,0,0,0,0,0,0,0,0,4,101431,64,1,1,0,0,0,0,0,0,36,11002073
0,0,0,0,0,0,0,0,0,4,102281,46,1,1,0,0,0,0,0,0,54,11002081
0,0,0,0,0,0,0,0,0,4,101131,46,1,1,0,0,0,0,0,0,54,11002082
0,0,0,0,0,0,0,0,0,4,101611,64,1,1,0,0,0,0,0,0,36,11002083
0,0,0,0,0,0,0,0,0,2,25011,70,2,1,0,0,0,0,0,0,30,11002084
0,0,0,0,0,0,0,0,0,4,122431,46,1,1,0,0,0,0,0,0,54,11002091
0,0,0,0,0,0,0,0,0,4,122371,46,1,1,0,0,0,0,0,0,54,11002092
0,0,0,0,0,0,0,0,0,4,102611,64,1,1,0,0,0,0,0,0,36,11002093
0,0,0,0,0,0,0,0,0,2,25012,70,2,1,0,0,0,0,0,0,30,11002094
0,0,0,0,0,0,0,0,0,4,122341,46,1,1,0,0,0,0,0,0,54,11002101
0,0,0,0,0,0,0,0,0,4,102581,46,1,1,0,0,0,0,0,0,54,11002102
0,0,0,0,0,0,0,0,0,4,102011,64,1,1,0,0,0,0,0,0,36,11002103
0,0,0,0,0,0,0,0,0,2,25013,70,2,1,0,0,0,0,0,0,30,11002104
0,0,0,0,0,0,0,0,0,4,122493,46,1,1,0,0,0,0,0,0,54,11002111
0,0,0,0,0,0,0,0,0,4,102551,46,1,1,0,0,0,0,0,0,54,11002112
0,0,0,0,0,0,0,0,0,4,102461,64,1,1,0,0,0,0,0,0,36,11002113
0,0,0,0,0,0,0,0,0,2,25014,70,2,1,0,0,0,0,0,0,30,11002114
0,0,0,0,0,0,0,0,0,4,122491,46,1,1,0,0,0,0,0,0,54,11002121
0,0,0,0,0,0,0,0,0,4,102612,46,1,1,0,0,0,0,0,0,54,11002122
