reward_num_5,reward_type_1,rank_from,reward_id_3,reward_type_2,reward_num_3,reward_id_4,reward_id_1,reward_type_5,rank_to,id,reward_num_1,reward_type_4,reward_type_3,reward_id_2,reward_id_5,reward_num_2,reward_num_4
0,8,1,0,0,0,0,91002,0,10,1,50,0,0,0,0,0,0
0,8,11,0,0,0,0,91002,0,100,2,10,0,0,0,0,0,0
0,8,101,0,0,0,0,91002,0,200,3,5,0,0,0,0,0,0
0,8,201,0,0,0,0,91002,0,500,4,3,0,0,0,0,0,0
0,8,501,0,0,0,0,91002,0,1000,5,2,0,0,0,0,0,0
0,8,1001,0,0,0,0,91002,0,2000,6,2,0,0,0,0,0,0
0,8,2001,0,0,0,0,91002,0,3999,7,1,0,0,0,0,0,0
0,8,4000,0,0,0,0,91002,0,4000,8,50,0,0,0,0,0,0
0,8,4100,0,0,0,0,91002,0,4100,9,50,0,0,0,0,0,0
0,8,4200,0,0,0,0,91002,0,4200,10,50,0,0,0,0,0,0
0,8,4300,0,0,0,0,91002,0,4300,11,50,0,0,0,0,0,0
0,8,4400,0,0,0,0,91002,0,4400,12,50,0,0,0,0,0,0
0,8,4500,0,0,0,0,91002,0,4500,13,50,0,0,0,0,0,0
0,8,4600,0,0,0,0,91002,0,4600,14,50,0,0,0,0,0,0
0,8,4700,0,0,0,0,91002,0,4700,15,50,0,0,0,0,0,0
0,8,4800,0,0,0,0,91002,0,4800,16,50,0,0,0,0,0,0
0,8,4900,0,0,0,0,91002,0,4900,17,50,0,0,0,0,0,0
0,8,5000,0,0,0,0,91002,0,5000,18,50,0,0,0,0,0,0
0,8,5100,0,0,0,0,91002,0,5100,19,50,0,0,0,0,0,0
0,8,5200,0,0,0,0,91002,0,5200,20,50,0,0,0,0,0,0
0,8,5300,0,0,0,0,91002,0,5300,21,50,0,0,0,0,0,0
0,8,5400,0,0,0,0,91002,0,5400,22,50,0,0,0,0,0,0
0,8,5500,0,0,0,0,91002,0,5500,23,50,0,0,0,0,0,0
0,8,5600,0,0,0,0,91002,0,5600,24,50,0,0,0,0,0,0
0,8,5700,0,0,0,0,91002,0,5700,25,50,0,0,0,0,0,0
0,8,5800,0,0,0,0,91002,0,5800,26,50,0,0,0,0,0,0
0,8,5900,0,0,0,0,91002,0,5900,27,50,0,0,0,0,0,0
0,8,6000,0,0,0,0,91002,0,6000,28,50,0,0,0,0,0,0
0,8,6100,0,0,0,0,91002,0,6100,29,50,0,0,0,0,0,0
0,8,6200,0,0,0,0,91002,0,6200,30,50,0,0,0,0,0,0
0,8,6300,0,0,0,0,91002,0,6300,31,50,0,0,0,0,0,0
0,8,6400,0,0,0,0,91002,0,6400,32,50,0,0,0,0,0,0
0,8,6500,0,0,0,0,91002,0,6500,33,50,0,0,0,0,0,0
0,8,6600,0,0,0,0,91002,0,6600,34,50,0,0,0,0,0,0
0,8,6700,0,0,0,0,91002,0,6700,35,50,0,0,0,0,0,0
0,8,6800,0,0,0,0,91002,0,6800,36,50,0,0,0,0,0,0
0,8,6900,0,0,0,0,91002,0,6900,37,50,0,0,0,0,0,0
0,8,7000,0,0,0,0,91002,0,7000,38,50,0,0,0,0,0,0
0,8,7100,0,0,0,0,91002,0,7100,39,50,0,0,0,0,0,0
0,8,7200,0,0,0,0,91002,0,7200,40,50,0,0,0,0,0,0
0,8,7300,0,0,0,0,91002,0,7300,41,50,0,0,0,0,0,0
0,8,7400,0,0,0,0,91002,0,7400,42,50,0,0,0,0,0,0
0,8,7500,0,0,0,0,91002,0,7500,43,50,0,0,0,0,0,0
0,8,7600,0,0,0,0,91002,0,7600,44,50,0,0,0,0,0,0
0,8,7700,0,0,0,0,91002,0,7700,45,50,0,0,0,0,0,0
0,8,7800,0,0,0,0,91002,0,7800,46,50,0,0,0,0,0,0
0,8,7900,0,0,0,0,91002,0,7900,47,50,0,0,0,0,0,0
0,8,8000,0,0,0,0,91002,0,8000,48,50,0,0,0,0,0,0
0,8,8100,0,0,0,0,91002,0,8100,49,15,0,0,0,0,0,0
0,8,8200,0,0,0,0,91002,0,8200,50,15,0,0,0,0,0,0
0,8,8300,0,0,0,0,91002,0,8300,51,15,0,0,0,0,0,0
0,8,8400,0,0,0,0,91002,0,8400,52,15,0,0,0,0,0,0
0,8,8500,0,0,0,0,91002,0,8500,53,15,0,0,0,0,0,0
0,8,8600,0,0,0,0,91002,0,8600,54,15,0,0,0,0,0,0
0,8,8700,0,0,0,0,91002,0,8700,55,15,0,0,0,0,0,0
0,8,8800,0,0,0,0,91002,0,8800,56,15,0,0,0,0,0,0
0,8,8900,0,0,0,0,91002,0,8900,57,15,0,0,0,0,0,0
0,8,9000,0,0,0,0,91002,0,9000,58,15,0,0,0,0,0,0
0,8,9100,0,0,0,0,91002,0,9100,59,15,0,0,0,0,0,0
0,8,9200,0,0,0,0,91002,0,9200,60,15,0,0,0,0,0,0
0,8,9300,0,0,0,0,91002,0,9300,61,15,0,0,0,0,0,0
0,8,9400,0,0,0,0,91002,0,9400,62,15,0,0,0,0,0,0
0,8,9500,0,0,0,0,91002,0,9500,63,15,0,0,0,0,0,0
0,8,9600,0,0,0,0,91002,0,9600,64,15,0,0,0,0,0,0
