id,priority,reward_id,reward_type,name
1,1,112001,1,"캬루(새해)"
1,2,111801,1,"페코린느(새해)"
1,3,111901,1,"콧코로(새해)"
1,4,115001,1,"네네카(새해)"
1,5,108801,1,"유이(새해)"
1,6,108701,1,"히요리(새해)"
2,1,116401,1,"유니(성학제)"
2,2,121301,1,"쿠루미(무대)"
2,3,121401,1,"미사키(무대)"
2,4,121601,1,"이노리(괴도)"
2,5,122001,1,"시노부(해적)"
2,6,121901,1,"안나(해적)"
2,7,122201,1,"유카리(캠프)"
2,8,122301,1,"밤피"
3,1,122601,1,"유이(여름)"
3,2,122701,1,"쿄우카(여름)"
3,3,123101,1,"마호(탐험가)"
3,4,123201,1,"아야네(탐험가)"
3,5,123701,1,"나나카(할로윈)"
3,6,123901,1,"마츠리(와일드)"
3,7,124201,1,"쥰(크리스마스)"
4,1,121001,1,"페코린느(오버로드)"
4,2,121101,1,"캬루(오버로드)"
4,3,115501,1,"콧코로(의장복)"
4,4,109101,1,"시즈루(발렌타인)"
5,1,107501,1,"페코린느(여름)"
5,2,107801,1,"캬루(여름)"
5,3,110301,1,"사렌(여름)"
5,4,110001,1,"스즈나(여름)"
6,1,107701,1,"스즈메(여름)"
6,2,107901,1,"타마키(여름)"
6,3,110601,1,"마호(여름)"
6,4,110401,1,"마코토(여름)"
7,1,117201,1,"노조미(여름)"
7,2,117001,1,"에리코(여름)"
7,3,113101,1,"루카(여름)"
7,4,113401,1,"하츠네(여름)"
8,1,108101,1,"시노부(할로윈)"
8,2,108301,1,"미사키(할로윈)"
8,3,111101,1,"쿄우카(할로윈)"
8,4,113901,1,"츠무기(할로윈)"
8,5,117701,1,"카오리(할로윈)"
9,1,108401,1,"치카(크리스마스)"
9,2,108601,1,"아야네(크리스마스)"
9,3,111501,1,"크리스티나(크리스마스)"
9,4,114401,1,"아키노(크리스마스)"
9,5,119901,1,"미야코(크리스마스)"
10,1,111801,1,"페코린느(새해)"
10,2,115001,1,"네네카(새해)"
10,3,120701,1,"셰피(새해)"
10,4,120901,1,"이리야(새해)"
11,1,101001,1,"마호"
11,2,101101,1,"리노"
11,3,102801,1,"사렌"
11,4,103001,1,"니논"
11,5,103201,1,"아키노"
11,6,104701,1,"쥰"
11,7,109401,1,"글레어"
11,8,109501,1,"쿠우카(오에도)"
11,9,109601,1,"니논(오에도)"
11,10,111301,1,"미미(할로윈)"
11,11,106501,1,"카야"
11,12,106601,1,"이노리"
11,13,113601,1,"쥰(여름)"
11,14,116501,1,"이노리(시간 여행)"
11,15,116701,1,"아오이(작업복)"
11,16,116901,1,"미후유(작업복)"
11,17,123701,1,"나나카(할로윈)"
11,18,123901,1,"마츠리(와일드)"
11,19,108101,1,"시노부(할로윈)"
11,20,109101,1,"시즈루(발렌타인)"
11,21,110601,1,"마호(여름)"
11,22,111101,1,"쿄우카(할로윈)"
11,23,117701,1,"카오리(할로윈)"
11,24,123601,1,"토모(할로윈)"
11,25,124501,1,"호마레(새해)"
12,1,103601,1,"쿄우카"
12,2,105601,1,"루카"
12,3,111701,1,"이리야(크리스마스)"
12,4,113301,1,"나나카(여름)"
12,5,106401,1,"셰피"
12,6,115701,1,"카스미(여름)"
12,7,117101,1,"시즈루(여름)"
12,8,117301,1,"치카(여름)"
12,9,122001,1,"시노부(해적)"
12,10,121901,1,"안나(해적)"
12,11,122601,1,"유이(여름)"
12,12,122701,1,"쿄우카(여름)"
12,13,126801,1,"유카리(여름)"
12,14,127601,1,"루카(사라사리아)"
12,15,107501,1,"페코린느(여름)"
12,16,107701,1,"스즈메(여름)"
12,17,107801,1,"캬루(여름)"
12,18,107901,1,"타마키(여름)"
12,19,108401,1,"치카(크리스마스)"
12,20,108601,1,"아야네(크리스마스)"
12,21,110001,1,"스즈나(여름)"
12,22,110301,1,"사렌(여름)"
12,23,110401,1,"마코토(여름)"
12,24,111501,1,"크리스티나(크리스마스)"
12,25,113101,1,"루카(여름)"
12,26,113401,1,"하츠네(여름)"
12,27,117001,1,"에리코(여름)"
12,28,117201,1,"노조미(여름)"
12,29,119901,1,"미야코(크리스마스)"
12,30,122501,1,"레이(여름)"
12,31,122901,1,"미미(여름)"
12,32,123301,1,"네아"
12,33,126601,1,"네네카(여름)"
12,34,126901,1,"란파(여름)"
13,1,105301,1,"모니카"
13,2,106301,1,"아리사"
13,3,103701,1,"토모"
13,4,110701,1,"아오이(편입생)"
13,5,110901,1,"치에루"
13,6,112701,1,"린(레인저)"
13,7,112801,1,"마히루(레인저)"
13,8,112901,1,"리노(원더)"
13,9,116301,1,"치에루(성학제)"
13,10,116201,1,"클로에(성학제)"
13,11,116601,1,"카야(시간 여행)"
13,12,116401,1,"유니(성학제)"
13,13,122201,1,"유카리(캠프)"
13,14,123101,1,"마호(탐험가)"
13,15,123201,1,"아야네(탐험가)"
13,16,125101,1,"타마키(카페)"
13,17,125201,1,"모니카(카페)"
13,18,125401,1,"시오리(레인저)"
13,19,126301,1,"유키(의장복)"
13,20,115001,1,"네네카(새해)"
13,21,115501,1,"콧코로(의장복)"
13,22,123801,1,"크리스티나(와일드)"
13,23,124001,1,"아카리(크리스마스)"
13,24,125301,1,"콧코로(레인저)"
13,25,126201,1,"이리야(의장복)"
14,1,100901,1,"안나"
14,2,101801,1,"이오"
14,3,104301,1,"마코토"
14,4,104401,1,"이리야"
14,5,110801,1,"클로에"
14,6,111401,1,"루나"
14,7,114001,1,"레이(할로윈)"
14,8,117501,1,"미츠키(오에도)"
14,9,117901,1,"스즈나(할로윈)"
14,10,119001,1,"이오(느와르)"
14,11,119101,1,"쿠우카(느와르)"
14,12,121401,1,"미사키(무대)"
14,13,121601,1,"이노리(괴도)"
14,14,122301,1,"밤피"
14,15,125801,1,"리리(폴른)"
14,16,126001,1,"크리아(폴른)"
14,17,126101,1,"프레시아(폴른)"
14,18,108301,1,"미사키(할로윈)"
14,19,112001,1,"캬루(새해)"
14,20,113901,1,"츠무기(할로윈)"
14,21,120901,1,"이리야(새해)"
14,22,121501,1,"아유미(괴도)"
14,23,120001,1,"시즈루(느와르)"
14,24,125501,1,"지타(워록)"
14,25,125601,1,"비카라"
14,26,127101,1,"시노부(여름)"
15,1,101201,1,"하츠네"
15,2,102901,1,"노조미"
15,3,104901,1,"시즈루"
15,4,105701,1,"지타"
15,5,101401,1,"카스미"
15,6,109201,1,"앤"
15,7,112201,1,"카스미(매지컬)"
15,8,111001,1,"유니"
15,9,113701,1,"아카리(엔젤)"
15,10,113801,1,"요리(엔젤)"
15,11,114201,1,"모니카(매지컬)"
15,12,114301,1,"토모(매지컬)"
15,13,114501,1,"사렌(크리스마스)"
15,14,115901,1,"마코토(신데렐라)"
15,15,116001,1,"마호(신데렐라)"
15,16,117601,1,"유키(오에도)"
15,17,119301,1,"리노(크리스마스)"
15,18,121301,1,"쿠루미(무대)"
15,19,124201,1,"쥰(크리스마스)"
15,20,127301,1,"스즈나(편입생)"
15,21,128001,1,"크레짓타(크리스마스)"
15,22,108701,1,"히요리(새해)"
15,23,108801,1,"유이(새해)"
15,24,111901,1,"콧코로(새해)"
15,25,114401,1,"아키노(크리스마스)"
15,26,111801,1,"페코린느(새해)"
15,27,118001,1,"크레짓타"
15,28,120701,1,"셰피(새해)"
15,29,121001,1,"페코린느(오버로드)"
15,30,121101,1,"캬루(오버로드)"
15,31,124601,1,"미사토(새해)"
15,32,124801,1,"노조미(리버레이터)"
15,33,125001,1,"무이미(리버레이터)"
16,1,108801,1,"유이(새해)"
16,2,108701,1,"히요리(새해)"
16,3,112001,1,"캬루(새해)"
16,4,111901,1,"콧코로(새해)"
17,1,110301,1,"사렌(여름)"
17,2,110001,1,"스즈나(여름)"
17,3,107501,1,"페코린느(여름)"
17,4,107801,1,"캬루(여름)"
17,5,107701,1,"스즈메(여름)"
17,6,107901,1,"타마키(여름)"
18,1,110601,1,"마호(여름)"
18,2,110401,1,"마코토(여름)"
18,3,113101,1,"루카(여름)"
18,4,113401,1,"하츠네(여름)"
19,1,100901,1,"안나"
19,2,101801,1,"이오"
19,3,104301,1,"마코토"
19,4,104401,1,"이리야"
19,5,110801,1,"클로에"
19,6,111401,1,"루나"
19,7,114001,1,"레이(할로윈)"
19,8,117501,1,"미츠키(오에도)"
19,9,117901,1,"스즈나(할로윈)"
19,10,119001,1,"이오(느와르)"
19,11,119101,1,"쿠우카(느와르)"
19,12,121401,1,"미사키(무대)"
19,13,121601,1,"이노리(괴도)"
19,14,122301,1,"밤피"
19,15,125801,1,"리리(폴른)"
19,16,126001,1,"크리아(폴른)"
19,17,126101,1,"프레시아(폴른)"
19,18,129901,1,"에리코(커맨더)"
19,19,108301,1,"미사키(할로윈)"
19,20,112001,1,"캬루(새해)"
19,21,113901,1,"츠무기(할로윈)"
19,22,120901,1,"이리야(새해)"
19,23,121501,1,"아유미(괴도)"
19,24,120001,1,"시즈루(느와르)"
19,25,125501,1,"지타(워록)"
19,26,125601,1,"비카라"
19,27,127101,1,"시노부(여름)"
20,1,101201,1,"하츠네"
20,2,102901,1,"노조미"
20,3,104901,1,"시즈루"
20,4,105701,1,"지타"
20,5,101401,1,"카스미"
20,6,109201,1,"앤"
20,7,112201,1,"카스미(매지컬)"
20,8,111001,1,"유니"
20,9,113701,1,"아카리(엔젤)"
20,10,113801,1,"요리(엔젤)"
20,11,114201,1,"모니카(매지컬)"
20,12,114301,1,"토모(매지컬)"
20,13,114501,1,"사렌(크리스마스)"
20,14,115901,1,"마코토(신데렐라)"
20,15,116001,1,"마호(신데렐라)"
20,16,117601,1,"유키(오에도)"
20,17,119301,1,"리노(크리스마스)"
20,18,121301,1,"쿠루미(무대)"
20,19,124201,1,"쥰(크리스마스)"
20,20,127301,1,"스즈나(편입생)"
20,21,128001,1,"크레짓타(크리스마스)"
20,22,108701,1,"히요리(새해)"
20,23,108801,1,"유이(새해)"
20,24,111901,1,"콧코로(새해)"
20,25,114401,1,"아키노(크리스마스)"
20,26,111801,1,"페코린느(새해)"
20,27,118001,1,"크레짓타"
20,28,120701,1,"셰피(새해)"
20,29,121001,1,"페코린느(오버로드)"
20,30,121101,1,"캬루(오버로드)"
20,31,124601,1,"미사토(새해)"
20,32,124801,1,"노조미(리버레이터)"
20,33,125001,1,"무이미(리버레이터)"
20,34,128401,1,"하츠네(새해)"
20,35,128901,1,"유이(아스트랄)"
21,1,101001,1,"마호"
21,2,101101,1,"리노"
21,3,102801,1,"사렌"
21,4,103001,1,"니논"
21,5,103201,1,"아키노"
21,6,104701,1,"쥰"
21,7,109401,1,"글레어"
21,8,109501,1,"쿠우카(오에도)"
21,9,109601,1,"니논(오에도)"
21,10,111301,1,"미미(할로윈)"
21,11,106501,1,"카야"
21,12,106601,1,"이노리"
21,13,113601,1,"쥰(여름)"
21,14,116501,1,"이노리(시간 여행)"
21,15,116701,1,"아오이(작업복)"
21,16,116901,1,"미후유(작업복)"
21,17,123701,1,"나나카(할로윈)"
21,18,123901,1,"마츠리(와일드)"
21,19,108101,1,"시노부(할로윈)"
21,20,109101,1,"시즈루(발렌타인)"
21,21,110601,1,"마호(여름)"
21,22,111101,1,"쿄우카(할로윈)"
21,23,117701,1,"카오리(할로윈)"
21,24,123601,1,"토모(할로윈)"
21,25,124501,1,"호마레(새해)"
21,26,127201,1,"캬루(편입생)"
21,27,127501,1,"사렌(사라사리아)"
21,28,128501,1,"카스미(새해)"
21,29,128701,1,"히요리(아스트랄)"
22,1,103601,1,"쿄우카"
22,2,105601,1,"루카"
22,3,111701,1,"이리야(크리스마스)"
22,4,113301,1,"나나카(여름)"
22,5,106401,1,"셰피"
22,6,115701,1,"카스미(여름)"
22,7,117101,1,"시즈루(여름)"
22,8,117301,1,"치카(여름)"
22,9,122001,1,"시노부(해적)"
22,10,121901,1,"안나(해적)"
22,11,122601,1,"유이(여름)"
22,12,122701,1,"쿄우카(여름)"
22,13,126801,1,"유카리(여름)"
22,14,127601,1,"루카(사라사리아)"
22,15,129401,1,"클로에(겨울)"
22,16,107501,1,"페코린느(여름)"
22,17,107701,1,"스즈메(여름)"
22,18,107801,1,"캬루(여름)"
22,19,107901,1,"타마키(여름)"
22,20,108401,1,"치카(크리스마스)"
22,21,108601,1,"아야네(크리스마스)"
22,22,110001,1,"스즈나(여름)"
22,23,110301,1,"사렌(여름)"
22,24,110401,1,"마코토(여름)"
22,25,111501,1,"크리스티나(크리스마스)"
22,26,113101,1,"루카(여름)"
22,27,113401,1,"하츠네(여름)"
22,28,117001,1,"에리코(여름)"
22,29,117201,1,"노조미(여름)"
22,30,119901,1,"미야코(크리스마스)"
22,31,122501,1,"레이(여름)"
22,32,122901,1,"미미(여름)"
22,33,123301,1,"네아"
22,34,126601,1,"네네카(여름)"
22,35,126901,1,"란파(여름)"
22,36,127901,1,"페코린느(크리스마스)"
23,1,105301,1,"모니카"
23,2,106301,1,"아리사"
23,3,103701,1,"토모"
23,4,110701,1,"아오이(편입생)"
23,5,110901,1,"치에루"
23,6,112701,1,"린(레인저)"
23,7,112801,1,"마히루(레인저)"
23,8,112901,1,"리노(원더)"
23,9,116301,1,"치에루(성학제)"
23,10,116201,1,"클로에(성학제)"
23,11,116601,1,"카야(시간 여행)"
23,12,116401,1,"유니(성학제)"
23,13,122201,1,"유카리(캠프)"
23,14,123101,1,"마호(탐험가)"
23,15,123201,1,"아야네(탐험가)"
23,16,125101,1,"타마키(카페)"
23,17,125201,1,"모니카(카페)"
23,18,125401,1,"시오리(레인저)"
23,19,126301,1,"유키(의장복)"
23,20,130801,1,"스즈메(봄)"
23,21,115001,1,"네네카(새해)"
23,22,115501,1,"콧코로(의장복)"
23,23,123801,1,"크리스티나(와일드)"
23,24,124001,1,"아카리(크리스마스)"
23,25,125301,1,"콧코로(레인저)"
23,26,126201,1,"이리야(의장복)"
24,1,117201,1,"노조미(여름)"
24,2,117001,1,"에리코(여름)"
24,3,122501,1,"레이(여름)"
24,4,122901,1,"미미(여름)"
25,1,111101,1,"쿄우카(할로윈)"
25,2,123601,1,"토모(할로윈)"
25,3,108301,1,"미사키(할로윈)"
25,4,108101,1,"시노부(할로윈)"
25,5,113901,1,"츠무기(할로윈)"
25,6,117701,1,"카오리(할로윈)"
26,1,130701,1,"쿄우카(봄)"
26,2,127501,1,"사렌(사라사리아)"
27,1,131001,1,"마호(드림파크)"
27,2,127901,1,"페코린느(크리스마스)"
28,1,108601,1,"아야네(크리스마스)"
28,2,108401,1,"치카(크리스마스)"
28,3,111501,1,"크리스티나(크리스마스)"
28,4,114401,1,"아키노(크리스마스)"
28,5,119901,1,"미야코(크리스마스)"
28,6,124001,1,"아카리(크리스마스)"
29,1,131201,1,"미소라(여름)"
29,2,131601,1,"리리(여름)"
29,3,128401,1,"하츠네(새해)"
29,4,128501,1,"카스미(새해)"
30,1,108801,1,"유이(새해)"
30,2,108701,1,"히요리(새해)"
30,3,112001,1,"캬루(새해)"
30,4,111901,1,"콧코로(새해)"
30,5,111801,1,"페코린느(새해)"
30,6,115001,1,"네네카(새해)"
30,7,120701,1,"셰피(새해)"
30,8,120901,1,"이리야(새해)"
30,9,124601,1,"미사토(새해)"
30,10,124501,1,"호마레(새해)"
31,1,131701,1,"아메스(여름)"
31,2,128901,1,"유이(아스트랄)"
31,3,128701,1,"히요리(아스트랄)"
