url,start_time,broadcast_id,teaser_time,end_time
https://www.youtube.com/watch?v=P1-wIUSbS-s,"2030/8/14 20:00",2022081420,"2030/8/8 18:00","2030/8/14 22:00"
https://youtu.be/zBKbelhHGDA,"2024/1/8 14:00",2022120817,"2024/1/8 14:00","2024/1/22 16:00"
https://youtu.be/4KJK4_U8lt0,"2023/2/11 13:30",2023021113,"2023/2/11 13:30","2023/2/11 19:30"
https://youtu.be/6rsO7sgp0VE,"2023/2/11 19:30",2023021119,"2023/2/11 19:30","2023/2/12 10:00"
https://youtu.be/b-vc4MCBzdc,"2023/2/12 10:00",2023021210,"2023/2/12 10:00","2023/2/12 22:00"
https://youtube.com/live/HIxUyDMGPto,"2023/8/12 20:00",2023081220,"2023/8/12 20:00","2023/8/12 22:10"
https://youtube.com/live/pVOkcT4KsI0,"2023/10/22 20:00",2023102221,"2023/10/22 20:00","2023/10/22 22:10"
https://www.youtube.com/@priconne_redive,"2023/12/26 18:00",2023122618,"2023/12/26 18:00","2023/12/26 22:00"
https://www.youtube.com/channel/UCiPSajGFI4ja74nYPU1MexA,"2024/02/10 15:00",2024021015,"2024/02/10 15:00","2024/02/11 22:00"
https://www.youtube.com/@priconne_redive,"2024/03/09 12:00",2024030912,"2024/03/09 12:00","2024/03/09 21:05"
https://youtube.com/live/q4nmwdceWik,"2024/04/27 10:00",2024042710,"2024/04/27 10:00","2024/04/27 22:30"
https://youtube.com/live/zWczosxSvVE,"2024/08/10 19:00",2024081019,"2024/08/10 19:00","2024/08/10 23:00"
https://youtube.com/live/Qp9pJyTIHE4,"2024/08/22 19:00",2024082219,"2024/08/22 19:00","2024/08/22 22:00"
