reward_id_3,reward_count_2,reward_type_1,sub_story_id,reward_id_2,disp_order,condition_story_id,reward_type_2,reward_count_3,reward_type_3,reward_id_1,original_event_id,title,reward_count_1
0,0,0,5084602,0,1,5084004,0,0,0,0,10084,"전반_히요리",0
0,0,0,5084603,0,2,5084004,0,0,0,0,10084,"전반_유이",0
0,0,0,5084604,0,3,5084004,0,0,0,0,10084,"전반_레이",0
0,0,0,5084605,0,4,5084004,0,0,0,0,10084,"전반_미소기",0
0,0,0,5084606,0,5,5084004,0,0,0,0,10084,"전반_마츠리",0
0,0,0,5084607,0,6,5084004,0,0,0,0,10084,"전반_아카리",0
0,0,0,5084608,0,7,5084004,0,0,0,0,10084,"전반_미야코",0
0,0,0,5084609,0,8,5084004,0,0,0,0,10084,"전반_유키",0
0,0,0,5084610,0,9,5084004,0,0,0,0,10084,"전반_안나",0
0,0,0,5084611,0,10,5084004,0,0,0,0,10084,"전반_마호",0
0,0,0,5084612,0,11,5084004,0,0,0,0,10084,"전반_리노",0
0,0,0,5084613,0,12,5084004,0,0,0,0,10084,"전반_하츠네",0
0,0,0,5084614,0,13,5084004,0,0,0,0,10084,"전반_나나카",0
0,0,0,5084615,0,14,5084004,0,0,0,0,10084,"전반_카스미",0
0,0,0,5084616,0,15,5084004,0,0,0,0,10084,"전반_미사토",0
0,0,0,5084617,0,16,5084004,0,0,0,0,10084,"전반_스즈나",0
0,0,0,5084618,0,17,5084004,0,0,0,0,10084,"전반_카오리",0
0,0,0,5084619,0,18,5084004,0,0,0,0,10084,"전반_이오",0
0,0,0,5084620,0,19,5084004,0,0,0,0,10084,"전반_미미",0
0,0,0,5084621,0,20,5084004,0,0,0,0,10084,"전반_쿠루미",0
0,0,0,5084622,0,21,5084004,0,0,0,0,10084,"전반_요리",0
0,0,0,5084623,0,22,5084004,0,0,0,0,10084,"전반_아야네",0
0,0,0,5084624,0,23,5084004,0,0,0,0,10084,"전반_스즈메",0
0,0,0,5084625,0,24,5084004,0,0,0,0,10084,"전반_린",0
0,0,0,5084626,0,25,5084004,0,0,0,0,10084,"전반_에리코",0
0,0,0,5084627,0,26,5084004,0,0,0,0,10084,"전반_사렌",0
